relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,Tester / Testmanager (m/w/d),Hays Client,Remote und Frankfurt am Main,Remote,Contract,,,German,Test Manager,,22.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-tester-testmanager-remote-und-frankfurt-am-main-878480/1,2026-05-25T13:38:20.746477+00:00
14,Tester | Germany,hays,SAP Consultant S/4HANA Migration Produktion (m/w/d),Hays Client,Hamburg,On-site,Contract,,Consultant,German,Consultant,,21.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-sap-consultant-s-4hana-migration-produktion-hamburg-878271/1,2026-05-25T13:38:20.747093+00:00
14,Tester | Germany,hays,Senior ICT Test Engineer (m/w/d),Hays Client,Bern,On-site,Contract,,Senior,German,Senior,,11.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-ict-test-engineer-bern-874021/1,2026-05-25T13:38:20.748458+00:00
14,Tester | Germany,hays,Energy Trading Senior Tester (Only Nearshore) (m/f/d),Hays Client,Remote,Remote,Contract,,Senior,English,Senior,,28.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-energy-trading-senior-tester-only-nearshore-remote-872036/1,2026-05-25T13:38:20.749243+00:00
14,Tester | Germany,hays,Experte SAP Testing (m/w/d),Hays Client,Hybrid,Hybrid,Contract,Go,"Jira, Expert",German,Expert,,16.04.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-experte-sap-testing-hybrid-870000/1,2026-05-25T13:38:20.749756+00:00
14,QA Engineer | Germany,hays,Project Engineer - CAPEX (m/f/d),Hays Client,Visp,On-site,Contract,,Lead,English,Lead,,20.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-capex-visp-877914/1,2026-05-25T13:38:44.978125+00:00
14,QA Engineer | Germany,hays,C&Q Execution Engineer (m/w/d),Hays Client,Basel Land,On-site,Contract,C,"Associate, R, Lead",German,Lead,,20.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-c-q-execution-engineer-basel-land-877864/1,2026-05-25T13:38:44.978409+00:00
14,QA Engineer | Germany,hays,Lead Quality Engineer / Test Automation  (m/w/d),Hays Client,München,On-site,Contract,Test Automation,"R, Lead",German,Lead,,19.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-lead-quality-engineer-test-automation--muenchen-858642/1,2026-05-25T13:38:44.978672+00:00
14,QA Engineer | Germany,hays,Senior Backend Software Engineer (m/w/d),Hays Client,Hamburg,On-site,Contract,Java,"Senior, Microservices, Postgresql, Mongodb, Kubernetes, Spring Boot",German,Senior,,03.02.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-backend-software-engineer-hamburg-846394/1,2026-05-25T13:38:44.980302+00:00
14,Test Engineer | Germany,hays,Senior Quality Engineer (m/w/d),Hays Client,Gießen,On-site,Contract,,Senior,German,Senior,,02.07.25,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-quality-engineer-giessen-828402/1,2026-05-25T13:39:08.841288+00:00
