relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,freelancermap,SAP Consultant/Business Analyst -  Logistics & Procurement - Supplier Portal Project,Freelancermap Client,Berlin Deutschland,On-site,Freelance,,Consultant,English,Consultant,,22.04.2026,https://www.freelancermap.de/projekt/technical-business-analyst-for-sap-based-supplier-portal,2026-09-24T15:09:37.761500+00:00
14,Tester | Germany,freelancermap,Enterprise Architect (w/m/d) – Software & Solution Architecture (M/W/D),Freelancermap Client,Eschborn Deutschland,On-site,Freelance,,Architect,English,Architect,,15:06,https://www.freelancermap.de/projekt/enterprise-architect-w-m-d-software-und-solution-architecture-m-w-d,2026-09-24T15:09:37.761949+00:00
14,Tester | Germany,freelancermap,TISAX-Berater (m/w/d) – Audit Readiness,Freelancermap Client,Eichstätt Deutschland,On-site,Freelance,,Consultant,English,Consultant,,15:02,https://www.freelancermap.de/projekt/tisax-berater-m-w-d-audit-readiness,2026-09-24T15:09:37.762481+00:00
14,Tester | Germany,freelancermap,Projekt: Freelance OT Architekt (m/w/d),Freelancermap Client,Großraum München  Deutschland,On-site,Freelance,,Architect,English,Architect,,14:58,https://www.freelancermap.de/projekt/projekt-freelance-ot-architekt-m-w-d,2026-09-24T15:09:37.762570+00:00
14,Tester | Germany,freelancermap,Senior Expert Biopharmaceutical Manufacturing (M/W/D),Freelancermap Client,Süddeutschland Deutschland,On-site,Freelance,,"Senior, Expert",English,"Expert, Senior",,14:53,https://www.freelancermap.de/projekt/senior-expert-biopharmaceutical-manufacturing-m-w-d-3052065,2026-09-24T15:09:37.763139+00:00
14,Tester | Remote,freelancermap,Berater Layoutplanung Tiefbau (m/w/d) - 39683,Freelancermap Client,Berlin Deutschland,On-site,Freelance,,Consultant,English,Consultant,,15:10,https://www.freelancermap.de/projekt/berater-layoutplanung-tiefbau-m-w-d-39683,2026-09-24T15:10:31.877555+00:00
14,Test Engineer | Remote,freelancermap,remote aus Europa: 80€ pro Stunde; 10 PT - SAP MM/FI Berater Lagerverwaltung (m/w/d),nemensis AG,Hamburg Deutschland,Remote,Freelance,,"Consultant, R",German,Consultant,,15:12,https://www.freelancermap.de/projekt/remote-aus-europa-80euro-pro-stunde-10-pt-sap-mm-fi-berater-lagerverwaltung-m-w-d,2026-09-24T15:12:50.483525+00:00
0,Tester | Germany,freelancermap,"Freie Vertriebspartner gesucht | KI, Websites & Marketing | Provision + Termin- und Abschlussbonus",Freelancermap Client,Potsdam Berlin Deutschland Deutschland,On-site,Freelance,,,German,,,17.09.2026,https://www.freelancermap.de/projekt/freie-vertriebspartner-gesucht-ki-websites-und-marketing-provision-termin-und-abschlussbonus,2026-09-24T15:09:37.761629+00:00
0,Tester | Germany,freelancermap,"Freelance Manager (m/w/d) – Marketing, Communications & Community",Freelancermap Client,München Deutschland,On-site,Freelance,,,English,,,23.09.2026,https://www.freelancermap.de/projekt/freelance-manager-m-w-d-marketing-communications-und-community,2026-09-24T15:09:37.761731+00:00
0,Tester | Germany,freelancermap,"Projektkoordinator / PMO (m/w/d) Projektkoordination Digitalisierung, Remote",Freelancermap Client,Remote Berlin Bonn Deutschland,Remote,Freelance,,,English,,,15:06,https://www.freelancermap.de/projekt/projektkoordinator-pmo-m-w-d-projektkoordination-digitalisierung-remote,2026-09-24T15:09:37.761855+00:00
