relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,ferchau,Senior Softwaretester C# (m/w/d),FERCHAU,Linz Öster­reich,Hybrid,Full-time,C,"Senior, C#",English,Senior,,Recent,https://touch.ferchau.com/de/de/job/501784/senior-softwaretester-c,2026-09-24T15:59:16.138733+00:00
14,Tester | Germany,ferchau,Softwaretester HiL (m/w/d),FERCHAU,Bremen Deutsch­land,Remote,Full-time,"C, C++, Can, Embedded Systems, Hil, Python","Git, Expert, Jira, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/517570/softwaretester-hil,2026-09-24T15:59:16.139733+00:00
14,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Lübeck Deutsch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/398671/softwaretester,2026-09-24T15:59:16.140500+00:00
14,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Kiel Deutsch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/444385/softwaretester,2026-09-24T15:59:16.142458+00:00
14,Tester | Germany,ferchau,Softwaretester / Software Test Engineer (m/w/d),FERCHAU,Frei­burg im Breisgau Deutsch­land,Vor Ort,Full-time,"C, Java, Python","Git, Kanban, Expert, Scrum, C#, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/133507/softwaretester-software-test-engineer,2026-09-24T15:59:16.145603+00:00
14,QA Engineer | Germany,ferchau,Software Quality Engineer (m/w/d),FERCHAU,Frank­furt am Main Deutsch­land,Hybrid,Full-time,"Ci/Cd, Java","Kanban, Expert, Cucumber, Scrum, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/443530/software-quality-engineer,2026-09-24T15:59:26.669516+00:00
14,QA Engineer | Germany,ferchau,Quality Engineer Test Automation (m/w/d),FERCHAU,Frank­furt Deutsch­land,Hybrid,Full-time,"Ci/Cd, Test Automation","Gitlab Ci, Devops, Expert, Cucumber, Safe, Docker, Gitlab, Appium, Scrum, Spring Boot",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/520801/quality-engineer-test-automation,2026-09-24T15:59:26.672541+00:00
14,QA Engineer | Germany,ferchau,Testmanager IT / OT (m/w/d),FERCHAU,Ober­ko­chen Deutsch­land,Hybrid,Full-time,"C, Python","Azure, Devops, Expert, Jira, Scrum, C#, R",German,"Expert, Test Manager",,Recent,https://touch.ferchau.com/de/de/job/517789/testmanager-it-ot,2026-09-24T15:59:26.676729+00:00
14,Testingenieur | Germany,ferchau,Testingenieur Optik (m/w/d),FERCHAU,Berlin Deutsch­land,Vor Ort,Full-time,"C, Python","Expert, Sql, Matlab, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/521479/testingenieur-optik,2026-09-24T15:59:48.563247+00:00
14,Testingenieur | Germany,ferchau,Testingenieur (m/w/d),FERCHAU,Stutt­gart Deutsch­land,Vor Ort,Full-time,"Can, Hil, Python","Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/334791/testingenieur,2026-09-24T15:59:48.564012+00:00
14,Testingenieur | Germany,ferchau,Testingenieur (m/w/d) Elektronik & Testautomatisierung,FERCHAU,Bremen Deutsch­land,Vor Ort,Full-time,"C, Can, Embedded Systems, Python, Spi, Test Automation","Expert, C#, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/498553/testingenieur-elektronik-testautomatisierung,2026-09-24T15:59:48.564793+00:00
14,Test Automation | Germany,ferchau,Test Automation Engineer Embedded Systems (m/w/d),FERCHAU,Berlin Deutsch­land,Vor Ort,Full-time,"Bash, C, Ci/Cd, Embedded Systems, Github Actions, Hil, Python, Spi, Test Automation, Uart","Gitlab Ci, Git, Devops, Gitlab, R, Azure, Github, Fpga, Expert",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/521545/test-automation-engineer-embedded-systems,2026-09-24T15:59:58.625700+00:00
14,Test Automation | Germany,ferchau,Avionics Specialist (m/w/d) für AIRBUS Defence & Space,FERCHAU,Manching Deutsch­land,Vor Ort,Full-time,"C, C++, Embedded Systems, Python","Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/516334/avionics-specialist-fuer-airbus-defence-space,2026-09-24T15:59:58.634883+00:00
14,Python Developer | Germany,ferchau,Fullstack Software Developer (m/w/d),FERCHAU,Lübeck Deutsch­land,Remote,Full-time,"Jenkins, Python","Angular, Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/398737/fullstack-software-developer,2026-09-24T16:00:08.160620+00:00
14,Python Developer | Germany,ferchau,Fullstack Developer (m/w/d),FERCHAU,Karls­ruhe Deutsch­land,Hybrid,Full-time,"C, Java, Python","Expert, React, Angular, Sql, Nosql, Vue.Js, C#, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/445282/fullstack-developer,2026-09-24T16:00:08.163503+00:00
14,Python Test | Germany,ferchau,Embedded-Software- und Systemtester (m/w/d),FERCHAU,Gießen Deutsch­land,Remote,Full-time,"C, C++, Embedded Systems, Hil, Python, Sil","Expert, Scrum, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/348925/embedded-software-und-systemtester,2026-09-24T16:00:19.106834+00:00
14,Firmware Engineer | Germany,ferchau,Systemarchitekt Leistungselektronik (m/w/d),FERCHAU,Detmold Deutsch­land,Hybrid,Full-time,,"System Architect, Expert, R, Aspice",German,"Expert, System Architect",,Recent,https://touch.ferchau.com/de/de/job/513073/systemarchitekt-leistungselektronik,2026-09-24T16:00:29.005368+00:00
14,Firmware Engineer | Germany,ferchau,Softwareentwickler (m/w/d) C / C++,FERCHAU,Bremen Deutsch­land,Hybrid,Full-time,"C, C++","Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/400018/softwareentwickler-c-c,2026-09-24T16:00:29.010456+00:00
14,Firmware Engineer | Germany,ferchau,Softwareentwickler Embedded C/C++ (m/w/d),FERCHAU,Verden Deutsch­land,Hybrid,Full-time,"C, C++, Embedded Systems","Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/470005/softwareentwickler-embedded-c-c,2026-09-24T16:00:29.011263+00:00
0,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Osna­brück Deutsch­land,Remote,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/442993/softwaretester,2026-09-24T15:59:16.136130+00:00
0,Tester | Germany,ferchau,Software-Tester IT (m/w/d),FERCHAU,Erlangen Deutsch­land,Vor Ort,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/515077/software-tester-it,2026-09-24T15:59:16.137545+00:00
0,Tester | Germany,ferchau,PLD/FPGA Hardware-Tester Luft- und Raumfahrt (m/w/d),FERCHAU,Linden­berg im Allgäu Deutsch­land,Vor Ort,Full-time,,Fpga,German,,,Recent,https://touch.ferchau.com/de/de/job/520483/pld-fpga-hardware-tester-luft-und-raumfahrt,2026-09-24T15:59:16.141483+00:00
0,Tester | Germany,ferchau,Quality Engineer (m/w/d),FERCHAU,Frank­furt Deutsch­land,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/521482/quality-engineer,2026-09-24T15:59:16.143437+00:00
0,Tester | Germany,ferchau,Validierungsingenieur Embedded Linux (m/w/d),FERCHAU,Markt­ober­dorf Deutsch­land,Remote,Full-time,"Can, Embedded Linux, Embedded Systems, Hil, Pytest, Python, Shell","Git, Linux, R",German,,,Recent,https://touch.ferchau.com/de/de/job/519262/validierungsingenieur-embedded-linux,2026-09-24T15:59:16.144697+00:00
0,QA Engineer | Germany,ferchau,Hull Structural Designer (m/f/d),FERCHAU,Gdynia Poland,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/461695/hull-structural-designer,2026-09-24T15:59:26.673515+00:00
