relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Senior Automotive Testing Engineer (m/f/d),GULP Client,Germany,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/4bb91f182dad11f189e08e417b6a1e17,2026-04-09T11:37:58.019437+00:00
14,Tester | Germany,gulp,Content Expert (m/f/d) in,GULP Client,Germany,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/5bed3eece47e11efb0e1762ed2f8ca94,2026-04-09T11:37:58.023195+00:00
14,QA Engineer | Germany,gulp,Senior Business Analyst (m/f/d),GULP Client,Location: Köln,On-site,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69d750ff0f5b0f02a8f3e409,2026-04-09T11:38:50.214913+00:00
14,Test Automation | Germany,gulp,IT Test Manager (m/f/d),GULP Client,Location: Munich,Remote,Freelance,,,English,Test Manager,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01264214,2026-04-09T11:41:20.580342+00:00
14,Test Automation | Germany,gulp,2x IT consultant / specialist BMC Helix (m/f/d),GULP Client,Location: Hamburg,On-site,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01263865,2026-04-09T11:41:20.580708+00:00
14,Test Automation | Germany,gulp,Senior Firmware Architect (m/f/d),GULP Client,"Location: D6, Remote",Remote,Freelance,Firmware,"Architect, Senior",English,"Architect, Senior",,Recent,https://www.gulp.de/gulp2/g/projekte/extern/13ff87b0332a11f189e08e417b6a1e17,2026-04-09T11:41:20.581631+00:00
14,Test Automation | Germany,gulp,FPGA Expert (m/f/d),GULP Client,"Location: D0, überwiegend Remote",Remote,Freelance,,"Fpga, Expert",English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e87c9ae82de711f189e08e417b6a1e17,2026-04-09T11:41:20.582167+00:00
14,Test Automation | Germany,gulp,Application Architect (m/f/d),GULP Client,Location: Würzburg/Remote,Remote,Freelance,,Architect,English,Architect,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/9c1dfc6c2bdc11f189e08e417b6a1e17,2026-04-09T11:41:20.583838+00:00
14,Test Automation | Germany,gulp,Test Manager Dynamics 365 CRM Sales (m/f/d),GULP Client,"Location: Remote, D2",Remote,Freelance,,,English,Test Manager,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/cb1e12e8275b11f189e08e417b6a1e17,2026-04-09T11:41:20.585852+00:00
14,Test Automation | Germany,gulp,Senior UiPath Consultant (m/f/d) -Test Automation,GULP Client,Location: Dresden,Remote,Freelance,Test Automation,"Senior, Consultant",English,"Consultant, Senior",,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01256858,2026-04-09T11:41:20.586312+00:00
14,Test Automation | Germany,gulp,Kubernetes Expert (m/f/d),GULP Client,Location: Hanover,Remote,Freelance,,"Kubernetes, Expert",English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01256739,2026-04-09T11:41:20.586749+00:00
14,Python Test | Germany,gulp,SAP Basis Consultant (m/f/d),GULP Client,"Location: Heidelberg, Neckar",Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01264326,2026-04-09T11:43:01.419150+00:00
14,Python Test | Germany,gulp,Quality Development Expert (all genders),GULP Client,Location: Alzenau,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/69d643107577fa05895cfcd4,2026-04-09T11:43:01.422841+00:00
0,Tester | Germany,gulp,Verification engineer (m/f/d),GULP Client,Germany,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/79733ebc33fb11f189e08e417b6a1e17,2026-04-09T11:37:58.017648+00:00
0,Tester | Germany,gulp,"IT -Testerincluding Microservices, RESTful API, JSON, test automation, E2E, Unit, CI/CD... (f/m/d)",GULP Client,Location: Frankfurt am Main,On-site,Freelance,"Ci/Cd, Test Automation",Microservices,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01263113,2026-04-09T11:37:58.018076+00:00
0,Tester | Germany,gulp,"IT developer including Frontend, API, REST, GraphQL, Angular, React, Testing, Figma, Mobile... (f/m/d)",GULP Client,Location: Frankfurt am Main,Remote,Freelance,,"React, Angular, Graphql",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01263717,2026-04-09T11:37:58.018479+00:00
0,Tester | Germany,gulp,Test Engineer Flying Probe / ICT (m/f/d),GULP Client,Germany,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/25596df0332a11f189e08e417b6a1e17,2026-04-09T11:37:58.018951+00:00
0,Tester | Germany,gulp,JavaTest Engineer(m/f/d),GULP Client,"Location: D7, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f2fd9cb2294911f189e08e417b6a1e17,2026-04-09T11:37:58.019993+00:00
0,Tester | Germany,gulp,QA Engineer /Tester/ Test Automation Engineer (m/f/d),GULP Client,Location: Remote,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1ddadad6293a11f189e08e417b6a1e17,2026-04-09T11:37:58.020575+00:00
0,Tester | Germany,gulp,Test Engineer(m/f/d),GULP Client,Location: Ratisbon,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1efe9fea278e11f189e08e417b6a1e17,2026-04-09T11:37:58.021033+00:00
0,Tester | Germany,gulp,Construction manager according to Hamburg Building Code (HBauO) (m/f/d),GULP Client,Germany,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/17a8ccae276411f189e08e417b6a1e17,2026-04-09T11:37:58.021509+00:00
0,Tester | Germany,gulp,Integrationtester(m/f/d),GULP Client,Location: Bonn,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01255245,2026-04-09T11:37:58.021967+00:00
0,Tester | Germany,gulp,Softwaretesterspecializing in automation (ISTQB),GULP Client,Location: Lemwerder,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01255150,2026-04-09T11:37:58.022443+00:00
0,Tester | Germany,gulp,SoftwareTester(m/f/d) Verification & Validation,GULP Client,Location: Munich,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01247114,2026-04-09T11:37:58.022815+00:00
0,Tester | Germany,gulp,Tester / Test automation engineer (m/f/d),GULP Client,Germany,Hybrid,Freelance,"Java, Selenium, Test Automation","Git, Jira, Confluence, Sql",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-04-09T11:37:58.023677+00:00
0,QA Engineer | Germany,gulp,Construction Manager (m/f/d) – Major Project Sustainable Steel Production,GULP Client,Location: Salzgitter,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01264389,2026-04-09T11:38:50.210442+00:00
0,QA Engineer | Germany,gulp,Project Manager Railway - Track Expansion (m/f/d),GULP Client,"Location: D2, Remote",Remote,Freelance,,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/7266d61033fb11f189e08e417b6a1e17,2026-04-09T11:38:50.211020+00:00
0,QA Engineer | Germany,gulp,Construction Manager GIS Substation - Civil (m/f/d),GULP Client,"Location: D7, Nähe Rheinfelden",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/743bd2c433fb11f189e08e417b6a1e17,2026-04-09T11:38:50.211497+00:00
0,QA Engineer | Germany,gulp,IT Network Specialist Fortinet & Sophos (m/f/d),GULP Client,Location: Borna bei Leipzig,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01264454,2026-04-09T11:38:50.212436+00:00
0,QA Engineer | Germany,gulp,"Construction Manager, Railway Sector (m/f/d)",GULP Client,Location: Bayern,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/70c6cf4033fb11f189e08e417b6a1e17,2026-04-09T11:38:50.212878+00:00
0,QA Engineer | Germany,gulp,"PlatformEngineer(m/f/d) with SonarQube, JFrog, SRE expertise",GULP Client,Location: remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69d76ca7944ae535d73bb0d1,2026-04-09T11:38:50.213441+00:00
0,QA Engineer | Germany,gulp,Construction Manager for PlantEngineering(m/f/d),GULP Client,"Location: D3, Salzgitter",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/06e7734833f311f189e08e417b6a1e17,2026-04-09T11:38:50.213894+00:00
0,QA Engineer | Germany,gulp,"Java backend developer (m/f/d) - with Maven, Postgres & DevOps know-how",GULP Client,Location: Berlin,Remote,Freelance,Java,Devops,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/69d756a90f5b0f02a8f3ea12,2026-04-09T11:38:50.214463+00:00
