relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
29,Testingenieur | Remote,linkedin,Middle TechOps,Intellias,"Ingolstadt, Bavaria, Germany",Remote,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/middle-techops-at-intellias-4446362185,2026-08-03T12:58:01.252519+00:00
29,Python Developer | Czech Republic,linkedin,Desarrollador de back-end,Customer Intelligence Inc.,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/desarrollador-de-back-end-at-customer-intelligence-inc-4446506637,2026-08-03T12:58:50.735048+00:00
29,Python Developer | Czech Republic,linkedin,Programador full stack,Customer Intelligence Inc.,"Distrito Nacional, Dominican Republic",On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/programador-full-stack-at-customer-intelligence-inc-4446506622,2026-08-03T12:58:50.735143+00:00
29,Python Developer | Poland,linkedin,Python Developer,Intellias,Poland,On-site,Full-time,Python,,English,,,Recent,https://pl.linkedin.com/jobs/view/python-developer-at-intellias-4437171021,2026-08-03T12:58:53.225341+00:00
29,Firmware Engineer | Germany,linkedin,Software Engineer - Music Apps - m/f/d,Apple,"Berlin, Berlin, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/software-engineer-music-apps-m-f-d-at-apple-4446079249,2026-08-03T12:59:23.137899+00:00
29,Firmware Engineer | USA,linkedin,Software Engineer,Google,"Sunnyvale, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-at-google-4445197431,2026-08-03T12:59:40.334607+00:00
29,Firmware Engineer | United Kingdom,linkedin,Early Career - Graphics Software Engineer,Apple,"London, England, United Kingdom",On-site,Full-time,"C, C++, Can, Python",Deep Learning,English,,,Recent,https://uk.linkedin.com/jobs/view/early-career-graphics-software-engineer-at-apple-4446071599,2026-08-03T12:59:42.773139+00:00
14,Tester | Austria,linkedin,Senior QA Engineer (Manual Testing focus),Capture Group,"Vienna, Austria",Hybrid,Internship,"C, Ci/Cd, Java, Jenkins, Python, Test Automation, Typescript","Senior, Agile, Github, Git, Postman, Manual Testing, Scrum, Sql, C#",English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-qa-engineer-manual-testing-focus-at-capture-group-4440068034,2026-08-03T12:56:50.044838+00:00
14,Tester | Austria,linkedin,Game Tester (m/f/d),MERKUR GROUP,"Vienna, Vienna, Austria",Hybrid,Full-time,Test Automation,"Senior, Lead, Agile, Jira, Scrum, Junior, Staff",English,"Lead, Senior, Staff",,Recent,https://at.linkedin.com/jobs/view/game-tester-m-f-d-at-merkur-group-4441487367,2026-08-03T12:56:50.045329+00:00
14,Tester | Austria,linkedin,Staff Test Engineer (f/m/d),Renesas Electronics,"Graz, Styria, Austria",Remote,Full-time,"C, C++, Can, Java","Expert, Lead, R, Safe, Staff",English,"Expert, Lead, Staff",,Recent,https://at.linkedin.com/jobs/view/staff-test-engineer-f-m-d-at-renesas-electronics-4425470302,2026-08-03T12:56:50.045556+00:00
14,Tester | Switzerland,linkedin,Senior Software Tester for a Ticino Fintech,DB&L Services SA,"Ticino, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-software-tester-for-a-ticino-fintech-at-db-l-services-sa-4444536961,2026-08-03T12:56:52.501748+00:00
14,Tester | Czech Republic,linkedin,Senior Industrialization Test Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-industrialization-test-engineer-at-eaton-4421952597,2026-08-03T12:56:59.799597+00:00
14,Tester | Czech Republic,linkedin,Senior Software Development Engineer in Test,Episode Six,"Santo Domingo Este, Santo Domingo, Dominican Republic",On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-software-development-engineer-in-test-at-episode-six-4446542170,2026-08-03T12:56:59.799824+00:00
14,Tester | Czech Republic,linkedin,Lead Software Engineer in Test (SDET),Flash,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Lead,English,Lead,,Recent,https://do.linkedin.com/jobs/view/lead-software-engineer-in-test-sdet-at-flash-4414922814,2026-08-03T12:56:59.799931+00:00
14,Tester | United Kingdom,linkedin,Software Engineer in Test,Coforge,"London Area, United Kingdom",On-site,Contract,"Ci/Cd, Continuous Testing, Integration Testing, Java, Javascript, Python, Selenium",Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-in-test-at-coforge-4343547180,2026-08-03T12:57:07.223968+00:00
14,QA Engineer | Germany,linkedin,Senior Manual QA Engineer,Jobgether,Germany,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-manual-qa-engineer-at-jobgether-4444117605,2026-08-03T12:57:09.668812+00:00
14,QA Engineer | Germany,linkedin,Senior Manual QA,Jobgether,Germany,On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-manual-qa-at-jobgether-4444523122,2026-08-03T12:57:09.668949+00:00
14,QA Engineer | Germany,linkedin,QA Lead – Space Engineers 1,Keen Software House,Germany,On-site,Full-time,,Lead,English,"Lead, QA Lead",,Recent,https://de.linkedin.com/jobs/view/qa-lead-%E2%80%93-space-engineers-1-at-keen-software-house-4446036917,2026-08-03T12:57:09.669194+00:00
14,QA Engineer | Switzerland,linkedin,Senior Quality Assurance Engineer,Crypto Finance Group,"Zurich, Zurich, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-crypto-finance-group-4442729562,2026-08-03T12:57:14.477901+00:00
14,QA Engineer | Switzerland,linkedin,Senior Manual QA,Jobgether,Switzerland,On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-manual-qa-at-jobgether-4444539174,2026-08-03T12:57:14.478650+00:00
14,QA Engineer | Switzerland,linkedin,Senior Manual QA Engineer,Jobgether,Switzerland,On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-manual-qa-engineer-at-jobgether-4444107895,2026-08-03T12:57:14.478835+00:00
14,QA Engineer | Slovakia,linkedin,QA Lead – Space Engineers 1,Keen Software House,Slovakia,On-site,Full-time,,Lead,English,"Lead, QA Lead",,Recent,https://sk.linkedin.com/jobs/view/qa-lead-%E2%80%93-space-engineers-1-at-keen-software-house-4446042793,2026-08-03T12:57:19.330076+00:00
14,QA Engineer | Slovakia,linkedin,Expert Manual QA Engineer,Ciklum Czech Republic & Slovakia,"Bratislava, Slovakia",On-site,Full-time,,Expert,English,Expert,,Recent,https://sk.linkedin.com/jobs/view/expert-manual-qa-engineer-at-ciklum-czech-republic-slovakia-4444466435,2026-08-03T12:57:19.330263+00:00
