relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
13,Firmware Test Engineer | Slovakia,gulp,Sub-Project Manager / System Engineer - Electrical Engineering / Systems Engineering (m/f/d),SOLCOM GmbH,"D5, / Remote",Remote,Freelance,"C, C++, Embedded Systems, Firmware",Project Manager,,,,4 weeks ago,https://www.gulp.de/gulp2/g/projekte/extern/9a70d766ed6d11f08b350e9b3ee6dd7d,2026-02-06T17:54:26.548327+00:00
13,Test Automation Engineer | Slovakia,gulp,remote Berlin: SoftwareEngineerBackend f/m/d POS70017 Python Django Git CI/CD Linux Ansible AWS,CAES GmbH,Berlin,Remote,Freelance,"Ci/Cd, Python","Ansible, Senior, Linux, Devops, Git, Azure, Aws, Django",,"Senior, Architect",,2 hours ago,https://www.gulp.de/gulp2/g/projekte/talentfinder/6985f47e8d9e158ff35718e2,2026-02-06T17:54:59.370987+00:00
13,Embedded Software Tester | Slovakia,gulp,SeniorEmbeddedCommunications Engineer (LDACS / C/C++ / ARM) (m/f/d),SOLCOM GmbH,Remote,Remote,Freelance,"C, C++, Arm","Senior, Fpga, Soc",,Senior,,2 weeks ago,https://www.gulp.de/gulp2/g/projekte/extern/595688cafb7311f096d7a2d1b5394681,2026-02-06T17:55:32.157982+00:00
12,Firmware Test Engineer | Slovakia,gulp,Embedded System Engineer (56349),IQ PLUS AG,Region Bern/Burgdorf,On-site,Freelance,"Microcontroller, Firmware",,,"Architect, System Architect",,3 weeks ago,https://www.gulp.de/gulp2/g/projekte/extern/d0321de2f50111f08b350e9b3ee6dd7d,2026-02-06T17:54:26.547590+00:00
12,Firmware Test Engineer | Slovakia,gulp,Tester/ Test automation engineer (m/f/d),VOQUZ IT Solutions GmbH,Wien/remote,Remote,Freelance,"Java, Selenium, Test Automation","Confluence, Jira, Sql, Git",,,,25.09.2024,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-02-06T17:54:26.549129+00:00
10,Firmware Test Engineer | Slovakia,gulp,Linux Engineer (m/f/d),GULP Client,Munich,Remote,Freelance,"Shell, Firmware, I2C","Linux, Git",German,,,3 weeks ago,https://www.gulp.de/gulp2/g/projekte/agentur/C01230789,2026-02-06T17:54:26.547165+00:00
10,Senior Test Engineer | Slovakia,gulp,Senior.NET Fullstack Developer (m/f/d),STI Consulting GmbH,München,Remote,Freelance,"Typescript, C","Senior, Devops, Safe, Angular, Azure, C#",,Senior,,4 hours ago,https://www.gulp.de/gulp2/g/projekte/talentfinder/6985da228d9e158ff356f231,2026-02-06T17:56:04.433078+00:00
7,Python Developer Remote | Slovakia,gulp,Test and Release Manager for DevOps Teams(Cyber Security / IAM /OIM / CI/CD & Test Conception)(m/f/d),GULP Client,Frankfurt am Main,On-site,Freelance,"Can, Ci/Cd",Devops,,,,a day ago,https://www.gulp.de/gulp2/g/projekte/agentur/C01237268,2026-02-06T18:00:32.692430+00:00
6,Firmware Test Engineer | Slovakia,gulp,Full-Stack Embedded Developer (m/f/d) CAN-Bus / CANopen / Bluetooth Low Energy,percision services GmbH,Remote,Remote,Freelance,"Can, Firmware",,,,,2 weeks ago,https://www.gulp.de/gulp2/g/projekte/talentfinder/6978905c9bb27bbd86a7ff48,2026-02-06T17:54:26.546722+00:00
6,Embedded Software Tester | Slovakia,gulp,Real-time precise localization for Autonomous Driving (m/f/d),SOLCOM GmbH,Remote,Remote,Freelance,"C, C++",Matlab,English,,,2 weeks ago,https://www.gulp.de/gulp2/g/projekte/extern/e653a7f6fc4211f096d7a2d1b5394681,2026-02-06T17:55:32.155704+00:00
