relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,gulp,Senior Java Frontend Developer (m/f/d) - remote,GULP Client,Germany,Remote,Freelance,"Java, Robot Framework, Test Automation, Typescript","Senior, React, Manual Testing",English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a607c0627ab3b66f058546a,2026-07-23T12:31:24.301956+00:00
14,Tester | Germany,gulp,"IT tester including test automation, espresso, Android, defect management, AI, etc. (f/m/d)",GULP Client,Germany,Remote,Freelance,"Can, Test Automation","Manual Testing, Expert",English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01311015,2026-07-23T12:31:24.303261+00:00
14,Tester | Germany,gulp,"Senior Tester (m/f/d) Application Software - Temporary Employment, 40% Remote",GULP Client,Germany,Remote,Freelance,"Ci/Cd, Python, Test Automation","Gitlab, Gitlab Ci, Senior, R",German,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01290531,2026-07-23T12:31:24.306153+00:00
14,Tester | Germany,gulp,Content Expert (m/f/d) in,GULP Client,Germany,On-site,Freelance,,Expert,English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/5bed3eece47e11efb0e1762ed2f8ca94,2026-07-23T12:31:24.306472+00:00
14,Test Automation | Germany,gulp,"Payload CMS expert (m/f/d) - Next.js, TypeScript, OpenAPI, Git - remote",GULP Client,Location: Remote,Remote,Freelance,Typescript,"Expert, Git",English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a61e9a74bec662b4a667e07,2026-07-23T12:34:43.547113+00:00
14,Test Automation | Germany,gulp,SAP HCM Test Manager (m/f/d) | 75% remote | Full time (m/f/d),GULP Client,Location: Berlin,Remote,Freelance,,,English,Test Manager,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01313262,2026-07-23T12:34:43.547581+00:00
14,Test Automation | Germany,gulp,Senior Java Backend Developer (m/f/d) - remote,GULP Client,Location: Remote und Berlin,Remote,Freelance,Java,Senior,German,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a607c0727ab3b66f0585474,2026-07-23T12:34:43.548521+00:00
14,Test Automation | Germany,gulp,"Senior Backend Developer (m/f/d) with DevOps Mindset - Java, Spring, Microservices, Kubernetes - remote",GULP Client,Location: Remote,Remote,Freelance,Java,"Kubernetes, Senior, Microservices, Devops",English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5f1c7546fe7aa13cddbd0b,2026-07-23T12:34:43.549528+00:00
14,Test Automation | Germany,gulp,Freelance Senior Java / Kotlin Full Stack Developer,GULP Client,Location: Remote,Remote,Freelance,Java,"Senior, Kotlin",English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a5d1d5346fe7aa13caddc9f,2026-07-23T12:34:43.549947+00:00
14,Test Automation | Germany,gulp,Senior Software Engineer Frontend,GULP Client,Location: München,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a22da8ef2dcfc79b303ba,2026-07-23T12:34:43.551663+00:00
14,Test Automation | Germany,gulp,Senior Software Engineer Frontend,GULP Client,Location: München,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a22d88ef2dcfc79b30397,2026-07-23T12:34:43.552144+00:00
14,Test Automation | Germany,gulp,Partner company DevOps (m/f/d) GitLab / Docker CI/CD expert - Remote and Frankfurt,GULP Client,Location: Frankfurt am Main,Remote,Freelance,Ci/Cd,"Docker, Gitlab, Devops, Expert",English,Expert,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a58eab17de272303f00b14b,2026-07-23T12:34:43.552635+00:00
14,Python Developer | Germany,gulp,"Freelance SAP PP / PP-DS Consultant (m/f/d) for Support, Ticketing and Projects",GULP Client,Location: Rottweil,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a61fed04bec662b4a66ac2e,2026-07-23T12:35:34.504112+00:00
14,Python Developer | Germany,gulp,MS Dynamics Finance & Supply Chain (FSCM) - Finance Consultant (m/f/d),GULP Client,Location: Hamburg,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a61f9a9cd715a156e3b2de8,2026-07-23T12:35:34.504631+00:00
14,Python Developer | Germany,gulp,DORA Specialist Consultant (m/f/d),GULP Client,"Location: Remote, D6",Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/fb782972867611f189e08e417b6a1e17,2026-07-23T12:35:34.507821+00:00
14,Python Developer | Germany,gulp,Functional Consultant Ivalua (m/f/d),GULP Client,Location: München,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a61cceb5e6aa40b77e857da,2026-07-23T12:35:34.508304+00:00
14,Python Developer | Germany,gulp,Microsoft Purview Consultant (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2ac96f8e85f911f189e08e417b6a1e17,2026-07-23T12:35:34.508767+00:00
14,Python Test | Germany,gulp,Microsoft Purview & DLP Consultant (m/f/d),GULP Client,Location: Coblence,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01313264,2026-07-23T12:36:26.582201+00:00
0,Tester | Germany,gulp,Tester/ Verification and Qualification Engineer in Power Electronics (m/f/d),GULP Client,Location: D8,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/917b326c852711f189e08e417b6a1e17,2026-07-23T12:31:24.302426+00:00
0,Tester | Germany,gulp,Verification and Qualification Engineer in Signal Electronics in the Aviation Sector (m/f/d),GULP Client,Germany,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/370635de84f511f189e08e417b6a1e17,2026-07-23T12:31:24.302842+00:00
0,Tester | Germany,gulp,Project Engineer (m/f/d) for Construction Material Recycling & Process Analysis (Special Foundation Engineering),GULP Client,Location: Bochum,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01310716,2026-07-23T12:31:24.303668+00:00
0,Tester | Germany,gulp,Testerfor an application in the banking sector (m/f/d),GULP Client,"Location: D7, Karlsruhe / Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/8607de3e813111f189e08e417b6a1e17,2026-07-23T12:31:24.304141+00:00
0,Tester | Germany,gulp,MaterialstesterRT2 / UT2 - New LNG terminal construction (m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/be5090de7ae111f189e08e417b6a1e17,2026-07-23T12:31:24.304568+00:00
0,Tester | Germany,gulp,QA Automation Engineer (m/f/d) Java / Selenium / Playwright,GULP Client,Location: Cologne,Remote,Freelance,"Java, Playwright, Selenium",,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01305530,2026-07-23T12:31:24.304958+00:00
0,Tester | Germany,gulp,CPETester(m/f/d),GULP Client,Location: keine Angabe,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/e2046b78713a11f189e08e417b6a1e17,2026-07-23T12:31:24.305365+00:00
0,Tester | Germany,gulp,EMCTester/Engineer (m/f/d),GULP Client,"Location: D5, Soest",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/1da5127870cc11f189e08e417b6a1e17,2026-07-23T12:31:24.305764+00:00
0,Tester | Germany,gulp,Tester/ Test automation engineer (m/f/d),GULP Client,Location: Wien/remote,Remote,Freelance,Test Automation,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/056c7d267b3d11efb0e1762ed2f8ca94,2026-07-23T12:31:24.306853+00:00
0,QA Engineer | Germany,gulp,Project Engineer Mining / Cable Civil Engineering (m/f/d),GULP Client,Germany,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/d16761f0868711f189e08e417b6a1e17,2026-07-23T12:32:14.677515+00:00
0,QA Engineer | Germany,gulp,Test technician for substation / commissioning of secondary systems (m/f/d),GULP Client,"Location: Deutschland, remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/ce9a7ee4868711f189e08e417b6a1e17,2026-07-23T12:32:14.678056+00:00
0,QA Engineer | Germany,gulp,Technical Building Equipment Project Manager Hospital (m/f/d),GULP Client,Germany,Remote,Freelance,Can,Project Manager,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/d319892e868711f189e08e417b6a1e17,2026-07-23T12:32:14.678570+00:00
0,QA Engineer | Germany,gulp,PlatformEngineerfor Data Streaming and Search Infrastructure (m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/69bbd8f4867f11f189e08e417b6a1e17,2026-07-23T12:32:14.679074+00:00
0,QA Engineer | Germany,gulp,Building servicesengineer(m/f/d),GULP Client,"Location: D9, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/6d8eba5a867f11f189e08e417b6a1e17,2026-07-23T12:32:14.679580+00:00
0,QA Engineer | Germany,gulp,Databricks DataEngineer(m/f/d) 60% onsite in Porto,GULP Client,Location: Porto,Remote,Freelance,,Databricks,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01313480,2026-07-23T12:32:14.680002+00:00
0,QA Engineer | Germany,gulp,DataEngineerfor the migration of existing data pipelines from a data warehouse to a new data lakehouse.,GULP Client,Location: Menden (Sauerland),Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/direkt/6a61c94f4bec662b4a6661c6,2026-07-23T12:32:14.680454+00:00
0,QA Engineer | Germany,gulp,Construction Manager ElectricalEngineering(m/f/d),GULP Client,"Location: D6, Rhein-Main-Gebiet",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/f072d27a867611f189e08e417b6a1e17,2026-07-23T12:32:14.680864+00:00
0,QA Engineer | Germany,gulp,salesforce integrationengineer(m/f/d),GULP Client,Location: Remote,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2b41247085f911f189e08e417b6a1e17,2026-07-23T12:32:14.681359+00:00
0,QA Engineer | Germany,gulp,EPLAN Designer - EPLAN P8 (m/f/d),GULP Client,Location: D5,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2c133d8e85f911f189e08e417b6a1e17,2026-07-23T12:32:14.681760+00:00
0,QA Engineer | Germany,gulp,DataEngineer/ Databricks / PySpark / Python (m/f/d),GULP Client,"Location: D7, Oberkochen / Remote",Remote,Freelance,Python,Databricks,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2cbe23de85f911f189e08e417b6a1e17,2026-07-23T12:32:14.682254+00:00
0,QA Engineer | Germany,gulp,Technical Junior PMO/Project Assistant (m/f/d),GULP Client,"Location: D0, Cottbus",On-site,Freelance,,Junior,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2d7a7a8e85f911f189e08e417b6a1e17,2026-07-23T12:32:14.682660+00:00
0,QA Engineer | Germany,gulp,Construction Manager for Instrumentation and Control Technology (m/f/d),GULP Client,Location: D2,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/eb8bdc1c85df11f189e08e417b6a1e17,2026-07-23T12:32:14.683062+00:00
0,QA Engineer | Germany,gulp,RecommenderEngineer(m/f/d) Data Science / Python / Mashine Learnign - Remote,GULP Client,Location: Remote,Remote,Freelance,Python,Data Science,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a60dda3cd715a156e3a9a94,2026-07-23T12:32:14.683564+00:00
0,QA Engineer | Germany,gulp,Construction Billing Specialist for ElectricalEngineering(m/f/d),GULP Client,Location: D6,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/2c324c1285cf11f189e08e417b6a1e17,2026-07-23T12:32:14.683960+00:00
0,Test Automation | Germany,gulp,"SAP HCM Test Analyst (m/f/d) | 90% remote | Full-time until June 30, 2029 (m/f/d)",GULP Client,Location: Berlin,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01313242,2026-07-23T12:34:43.547983+00:00
0,Test Automation | Germany,gulp,Accessibility Developer (m/f/d) (Flutter & Spring Boot),GULP Client,Location: Frankfurt am Main,Remote,Freelance,,Spring Boot,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01310855,2026-07-23T12:34:43.550364+00:00
0,Test Automation | Germany,gulp,Frontend Developer (m/f/d) Jakarta / EJB Experience > On-site in Wiesbaden,GULP Client,Location: Wiesbaden,On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a5a2a2aacfe0dbbf49fd064,2026-07-23T12:34:43.551161+00:00
0,Test Automation | Germany,gulp,Partner companytest automation(m/f/d) HP ALM -> X-ray migration / UFT script -> GitLab - remote and in Frankfurt,GULP Client,Location: Frankfurt am Main,Remote,Freelance,,Gitlab,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a58d9277de272303f009bb1,2026-07-23T12:34:43.553116+00:00
0,Test Automation | Germany,gulp,Partner companytest automation(m/f/d) Cypress / Robot / Selenium / Cucumber - Remote and Frankfurt,GULP Client,Location: Remote & Frankfurt am Main,Remote,Freelance,Selenium,"Cucumber, Cypress",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/talentfinder/6a58d67e7de272303f009af5,2026-07-23T12:34:43.553606+00:00
0,Python Developer | Germany,gulp,Java BackendDeveloper(m/f/d) – Spring Boot / Microservices,GULP Client,Location: Nuremberg,Remote,Freelance,Java,"Spring Boot, Microservices",English,,,Recent,https://www.gulp.de/gulp2/g/projekte/agentur/C01313515,2026-07-23T12:35:34.503656+00:00
0,Python Developer | Germany,gulp,IT Service Manager (m/f/d),GULP Client,"Location: Remote, Remote",Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/7112815c867f11f189e08e417b6a1e17,2026-07-23T12:35:34.506560+00:00
0,Python Developer | Germany,gulp,ProjectDeveloperPV (m/f/d),GULP Client,Location: siehe Beschreibung,Remote,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/201cd8a085f911f189e08e417b6a1e17,2026-07-23T12:35:34.509715+00:00
0,Python Test | Germany,gulp,Siemens NX Design Engineer (Pharmaceutical Packaging Machines) (m/f/d),GULP Client,"Location: D3, Schloss Holte-Stukenbrock",On-site,Freelance,,,English,,,Recent,https://www.gulp.de/gulp2/g/projekte/extern/3782d22685cf11f189e08e417b6a1e17,2026-07-23T12:36:26.582589+00:00
