relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
44,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4367912659,2026-02-25T10:52:47.449459+00:00
44,Firmware Engineer | Czech Republic,linkedin,Senior Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-software-engineer-at-microsoft-4375676906,2026-02-25T10:52:47.449594+00:00
29,Test Engineer | Switzerland,linkedin,"Software Engineer (Search), MLPT - ASE",Apple,"Zurich, Zurich, Switzerland",On-site,Full-time,,,English,,,Recent,https://ch.linkedin.com/jobs/view/software-engineer-search-mlpt-ase-at-apple-4365885234,2026-02-25T10:50:52.196870+00:00
29,Test Engineer | Czech Republic,linkedin,Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-at-microsoft-4358545163,2026-02-25T10:50:59.261859+00:00
29,Testingenieur | Germany,linkedin,"Test Engineer (Ingolstadt, Automotive)",Intellias,"Ingolstadt, Bavaria, Germany",On-site,Full-time,,,English,,,Recent,https://de.linkedin.com/jobs/view/test-engineer-ingolstadt-automotive-at-intellias-4369202080,2026-02-25T10:51:09.217612+00:00
29,Testingenieur | Poland,linkedin,Test Engineer (Android experience required),Intellias,"Cracow, Małopolskie, Poland",On-site,Full-time,,,English,,,Recent,https://pl.linkedin.com/jobs/view/test-engineer-android-experience-required-at-intellias-4366353203,2026-02-25T10:51:23.341457+00:00
29,Testingenieur | USA,linkedin,Mechanical Testing Engineer,Google,"Mountain View, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/mechanical-testing-engineer-at-google-4371550470,2026-02-25T10:51:25.933311+00:00
29,Python Developer | Czech Republic,linkedin,Software Engineering - DevDiv Core AI,Microsoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineering-devdiv-core-ai-at-microsoft-4344495809,2026-02-25T10:52:04.216143+00:00
29,Python Developer | USA,linkedin,Software Engineer - Early Career (Backend/Data),Apple,"Austin, TX",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-early-career-backend-data-at-apple-4377565789,2026-02-25T10:52:09.176956+00:00
29,Python Test | Czech Republic,linkedin,AI Software Engineer,Microsoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/ai-software-engineer-at-microsoft-4358974601,2026-02-25T10:52:25.817054+00:00
29,Firmware Engineer | Czech Republic,linkedin,Software Engineer - ASP.NET Platform,Microsoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-asp-net-platform-at-microsoft-4370985648,2026-02-25T10:52:47.448633+00:00
29,Firmware Engineer | Czech Republic,linkedin,Software Engineer II,Microsoft,Dominican Republic,On-site,Full-time,,,English,,,Recent,https://do.linkedin.com/jobs/view/software-engineer-ii-at-microsoft-4374720831,2026-02-25T10:52:47.449325+00:00
29,Firmware Engineer | USA,linkedin,Embedded Software Engineer,Apple,"Cupertino, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/embedded-software-engineer-at-apple-4365911923,2026-02-25T10:52:52.413875+00:00
29,Firmware Engineer | USA,linkedin,Software Engineer - VE,Apple,"Cupertino, CA",On-site,Full-time,,,English,,,Recent,https://www.linkedin.com/jobs/view/software-engineer-ve-at-apple-4366451379,2026-02-25T10:52:52.414489+00:00
29,Firmware Engineer | United Kingdom,linkedin,"Software Engineer, London",Apple,"London, England, United Kingdom",On-site,Full-time,,,English,,,Recent,https://uk.linkedin.com/jobs/view/software-engineer-london-at-apple-4366866689,2026-02-25T10:52:54.855233+00:00
14,Tester | Germany,linkedin,Test Engineer,avacone Switzerland,"Mannheim, Baden-Württemberg, Germany",On-site,Contract,,"Lead, Safe, Agile, Scrum",English,Lead,,Recent,https://de.linkedin.com/jobs/view/test-engineer-at-avacone-switzerland-4374941490,2026-02-25T10:50:04.604940+00:00
14,Tester | Germany,linkedin,Game QA Tester,welevel,"Munich, Bavaria, Germany",On-site,Internship,,"Senior, Lead, Regression Testing",English,"Lead, Senior",,Recent,https://de.linkedin.com/jobs/view/game-qa-tester-at-welevel-4371993029,2026-02-25T10:50:04.605143+00:00
14,Tester | Germany,linkedin,Senior Tester (w/m/d),inasys,"Sankt Augustin, North Rhine-Westphalia, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-tester-w-m-d-at-inasys-4360942637,2026-02-25T10:50:04.605884+00:00
14,Tester | Austria,linkedin,Software Test/QA Engineer  @ 3-S-IT Dienstleistungen GmbH,DEVjobs,"Vienna, Austria",Remote,Full-time,"Ci/Cd, Playwright, Test Automation, Typescript","R, Bdd, Cucumber, Regression Testing, Zephyr, Senior",German,Senior,,Recent,https://at.linkedin.com/jobs/view/software-test-qa-engineer-%40-3-s-it-dienstleistungen-gmbh-at-devjobs-4370636329,2026-02-25T10:50:06.928228+00:00
14,Tester | Switzerland,linkedin,Senior Test Engineer,H55,"Sion, Valais, Switzerland",On-site,Full-time,,Senior,English,Senior,,Recent,https://ch.linkedin.com/jobs/view/senior-test-engineer-at-h55-4375428762,2026-02-25T10:50:09.270587+00:00
14,Tester | Slovakia,linkedin,Senior Quality Assurance Tester,Avenga,"Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-quality-assurance-tester-at-avenga-4359843321,2026-02-25T10:50:13.989979+00:00
14,Tester | Czech Republic,linkedin,Senior QA Engineer - ServiceNow (Test Automation) - Finance,Truelogic Software,Dominican Republic,On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-qa-engineer-servicenow-test-automation-finance-at-truelogic-software-4371242203,2026-02-25T10:50:16.314097+00:00
14,Tester | Czech Republic,linkedin,Senior Industrialization Test Engineer,Eaton,"Santo Domingo, Distrito Nacional, Dominican Republic",On-site,Full-time,,Senior,English,Senior,,Recent,https://do.linkedin.com/jobs/view/senior-industrialization-test-engineer-at-eaton-4356700885,2026-02-25T10:50:16.314238+00:00
14,Tester | United Kingdom,linkedin,Senior Data Manual Tester,Solirius Reply,"London, England, United Kingdom",On-site,Full-time,,Senior,English,Senior,,Recent,https://uk.linkedin.com/jobs/view/senior-data-manual-tester-at-solirius-reply-4368654186,2026-02-25T10:50:23.612948+00:00
14,QA Engineer | Germany,linkedin,Senior Quality Assurance Engineer,SGI,"Berlin, Germany",On-site,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-sgi-4363260868,2026-02-25T10:50:25.961575+00:00
14,QA Engineer | Austria,linkedin,Senior Test Automation Engineer (m/w/d),Deutsche Telekom,"Fünfkirchen, Lower Austria, Austria",On-site,Full-time,Test Automation,Senior,English,Senior,,Recent,https://at.linkedin.com/jobs/view/senior-test-automation-engineer-m-w-d-at-deutsche-telekom-4376801923,2026-02-25T10:50:28.323023+00:00
14,QA Engineer | Remote,linkedin,Senior Quality Assurance Engineer,HiveMQ,"Berlin, Berlin, Germany",Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-quality-assurance-engineer-at-hivemq-4364406728,2026-02-25T10:50:33.039390+00:00
14,QA Engineer | Remote,linkedin,Senior QA Engineer,vCluster,"Berlin, Berlin, Germany",Remote,Full-time,,Senior,English,Senior,,Recent,https://de.linkedin.com/jobs/view/senior-qa-engineer-at-vcluster-4372189582,2026-02-25T10:50:33.039516+00:00
14,QA Engineer | Slovakia,linkedin,Senior QA Engineer,NATEK,"Bratislava, Slovakia",On-site,Full-time,,Senior,English,Senior,,Recent,https://sk.linkedin.com/jobs/view/senior-qa-engineer-at-natek-4361805031,2026-02-25T10:50:35.372431+00:00
