relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Fachlicher Testmanager (m/w/d) für unsere Abteilung Produktdesign und IT-Partnermanagement,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/muenchen-fachlicher-testmanager-abteilung-produktdesign-it-partnermanagement-157180310,2026-09-10T14:56:33.176939+00:00
14,Tester | Germany,xing,Embedded Software Test Engineer und Test Manager m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,German,Test Manager,,Recent,https://www.xing.com/jobs/aschheim-embedded-software-test-engineer-test-manager-156306066,2026-09-10T14:56:33.177079+00:00
14,Test Automation | Germany,xing,Testautomation Expert (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,Expert,English,Expert,,Recent,https://www.xing.com/jobs/hamburg-testautomation-expert-157779594,2026-09-10T15:00:34.630178+00:00
14,Python Developer | Germany,xing,Python Development Expert for CI Tools (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenchen-python-development-expert-for-ci-tools-157506947,2026-09-10T15:01:33.744881+00:00
14,Python Developer | Germany,xing,Python Development Expert (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenchen-python-development-expert-157469012,2026-09-10T15:01:33.744944+00:00
14,Python Developer | Germany,xing,Python Development Expert for CI Tools (m/w/x),XING Employer,Germany/Remote,Remote,Full-time,Python,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenchen-python-development-expert-for-ci-tools-157368156,2026-09-10T15:01:33.745069+00:00
14,Firmware Engineer | Germany,xing,Senior Embedded Software Developer,XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,Senior,,Recent,https://www.xing.com/jobs/hamburg-senior-embedded-software-developer-156968349,2026-09-10T15:03:35.631967+00:00
0,Tester | Germany,xing,Test Engineer Videosicherheitssoftware (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-engineer-videosicherheitssoftware-157492330,2026-09-10T14:56:33.176745+00:00
0,Tester | Germany,xing,Android Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/hamburg-android-test-automation-engineer-157280612,2026-09-10T14:56:33.176863+00:00
0,Tester | Germany,xing,Software Development Engineer in Test (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/karlsruhe-software-development-engineer-test-157297722,2026-09-10T14:56:33.177013+00:00
0,Tester | Germany,xing,Tester,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/hannover-tester-157318048,2026-09-10T14:56:33.177239+00:00
0,Tester | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/ratingen-test-automation-engineer-157577996,2026-09-10T14:56:33.177300+00:00
0,Tester | Germany,xing,Software Tester / QA Engineer (all genders),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/schoeneck-software-tester-qa-engineer-all-genders-157010504,2026-09-10T14:56:33.177361+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d) - 100%,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/kreuzlingen-qa-engineer-100-156765131,2026-09-10T14:57:35.665386+00:00
0,QA Engineer | Germany,xing,QA-Engineer (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/dresden-qa-engineer-157717108,2026-09-10T14:57:35.665480+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d) Web & Mobile,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-web-mobile-154261136,2026-09-10T14:57:35.665646+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d) 80-100% Remote,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-qa-engineer-80-100-remote-157567189,2026-09-10T14:57:35.665719+00:00
