relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,hays,Testmanager im Versicherungswesen (m/w/d),Hays Client,Münster,On-site,Contract,Robot Framework,Jira,German,Test Manager,,19.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testmanager-im-versicherungswesen-muenster-890413/1,2026-09-03T14:21:56.011791+00:00
14,Tester | Germany,hays,Testmanager (m/w/d)  (m/w/d),Hays Client,Essen,On-site,Contract,,R,German,Test Manager,,14.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testmanager--essen-890170/1,2026-09-03T14:21:56.012021+00:00
14,Tester | Germany,hays,Testmanager E2E-Testkoordination & Defect Management (m/w/d),Hays Client,Augsburg,On-site,Contract,Go,R,German,Test Manager,,06.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-testmanager-e2e-testkoordination-defect-management-augsburg-889012/1,2026-09-03T14:21:56.012457+00:00
14,Tester | Germany,hays,Software-Testmanager (m/w/d),Hays Client,Erlangen,On-site,Contract,Test Automation,,German,Test Manager,,03.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-testmanager-erlangen-888545/1,2026-09-03T14:21:56.013137+00:00
14,QA Engineer | Germany,hays,(Senior) QA Automation Engineer (m/w/d)  (m/w/d),Hays Client,Raum Düsseldorf,On-site,Contract,"Ci/Cd, Javascript, Playwright","Devops, R, Azure, Senior",German,Senior,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-qa-automation-engineer--raum-duesseldorf-889898/1,2026-09-03T14:22:26.676145+00:00
14,QA Engineer | Germany,hays,(Senior) Software Engineer – Fullstack (m/w/d),Hays Client,Berlin,On-site,Contract,,Senior,German,Senior,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-software-engineer--fullstack-berlin-882443/1,2026-09-03T14:22:26.676590+00:00
14,QA Engineer | Germany,hays,Project Engineer - CAPEX (m/f/d),Hays Client,Visp,On-site,Contract,,Lead,English,Lead,,20.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-project-engineer-capex-visp-877914/1,2026-09-03T14:22:26.677039+00:00
14,QA Engineer | Germany,hays,C&Q Execution Engineer (m/w/d),Hays Client,Basel Land,On-site,Contract,C,"Lead, Associate, R",German,Lead,,20.05.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-c-q-execution-engineer-basel-land-877864/1,2026-09-03T14:22:26.677254+00:00
14,Test Engineer | Germany,hays,Senior Test Engineer OTA (m/w/d),Hays Client,Stuttgart,On-site,Contract,Python,"Senior, R",German,Senior,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-test-engineer-ota-stuttgart-891300/1,2026-09-03T14:22:55.555993+00:00
14,Test Engineer | Germany,hays,Senior Software Engineer DevSecOps (m/w/d),Hays Client,Bayern,On-site,Contract,,Senior,German,Senior,,17.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-software-engineer-devsecops-bayern-890426/1,2026-09-03T14:22:55.556433+00:00
14,Test Engineer | Germany,hays,Lead Automation Development Engineer (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,"Lead, R",German,Lead,,03.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-lead-automation-development-engineer-duesseldorf-888510/1,2026-09-03T14:22:55.557546+00:00
14,Test Engineer | Germany,hays,Senior Embedded Firmware Security Engineer (m/w/d),Hays Client,Fürstenfeldbruck,On-site,Contract,Firmware,Senior,German,Senior,,07.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-embedded-firmware-security-engineer-fuerstenfeldbruck-884719/1,2026-09-03T14:22:55.558217+00:00
14,Test Engineer | Germany,hays,(Senior) Test Automation Engineer – Frontend & API Testing (m/w/d),Hays Client,Berlin,On-site,Contract,Test Automation,Senior,German,Senior,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-test-automation-engineer--frontend-api-testing-berlin-882447/1,2026-09-03T14:22:55.558436+00:00
14,Test Engineer | Germany,hays,System Engineer / System Architect – Onboard Charger (OBC) (m/w/d),Hays Client,Kassel,Remote,Contract,,"Architect, System Architect",German,"Architect, System Architect",,18.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-system-engineer-system-architect--onboard-charger-obc-kassel-881836/1,2026-09-03T14:22:55.558878+00:00
14,Test Engineer | Germany,hays,Senior Test Engineer – Hardware Typprüfung & Prüflabormanagement (m/w/d),Hays Client,Berlin,On-site,Contract,,"Senior, R",German,Senior,,10.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-test-engineer--hardware-typpruefung-prueflabormanagement-berlin-880848/1,2026-09-03T14:22:55.559338+00:00
14,Testingenieur | Germany,hays,Verification Engineer / Testingenieur (m/w/d),Hays Client,Großröhrsdorf,On-site,Contract,,"Lead, R",German,Lead,,25.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-verification-engineer-testingenieur-grossroehrsdorf-891495/1,2026-09-03T14:23:31.069231+00:00
14,Test Automation | Germany,hays,IT Consultant - QA Manager & Agile PO Support ServiceNow (m/w/d),Hays Client,Neckarsulm,On-site,Contract,,"R, Consultant, Scrum, Kanban, Agile",German,Consultant,,17.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-it-consultant-qa-manager-agile-po-support-servicenow-neckarsulm-890376/1,2026-09-03T14:24:01.568558+00:00
14,Test Automation | Germany,hays,Lead Architect / Teamleiter IP/MPLS Design (m/w/d),Hays Client,Düsseldorf,On-site,Contract,,"Lead, Team Lead, Architect, R",German,"Architect, Lead",,17.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-lead-architect-teamleiter-ip-mpls-design-duesseldorf-886301/1,2026-09-03T14:24:01.570076+00:00
14,Test Automation | Germany,hays,Bauleiter Elektro (Schiffbau) (m/w/d),Hays Client,Norddeutschland,On-site,Contract,,"Freelancer, R",German,Freelancer,,26.06.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-bauleiter-elektro-schiffbau-norddeutschland-883209/1,2026-09-03T14:24:01.570727+00:00
14,Python Developer | Germany,hays,Senior PLC Developer (m/f/d),Hays Client,Ludwigsburg,On-site,Contract,"C, Ci/Cd, Python","C#, Git, Scrum Master, R, Scrum, Junior, Senior",English,Senior,,24.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-plc-developer-ludwigsburg-890432/1,2026-09-03T14:24:42.246844+00:00
14,Python Developer | Germany,hays,Software Developer IC-Design methodology (m/f/d),Hays Client,Villach,On-site,Contract,"Ci/Cd, Python","Lead, Architect",English,"Architect, Lead",,29.07.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-software-developer-ic-design-methodology-villach-887094/1,2026-09-03T14:24:42.247295+00:00
14,Firmware Engineer | Germany,hays,Senior OT System Engineer (m/w/d),Hays Client,Basel Land,On-site,Contract,Firmware,"Senior, R",German,Senior,,13.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-senior-ot-system-engineer-basel-land-890035/1,2026-09-03T14:26:23.130639+00:00
0,Tester | Germany,hays,V & V  Tester (m/w/d),Hays Client,Baden-Württemberg,On-site,Contract,Test Automation,,German,,,03.09.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-v-v--tester-baden-wuerttemberg-892474/1,2026-09-03T14:21:56.010515+00:00
0,Tester | Germany,hays,Business Analyst und UX/UI Tester  (m/w/d),Hays Client,Hamburg,On-site,Contract,,,German,,,31.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-business-analyst-und-ux-ui-tester--hamburg-892042/1,2026-09-03T14:21:56.010833+00:00
0,Tester | Germany,hays,EMV Testingenieur / EMV Tester  (m/w/d),Hays Client,Neckartenzlingen,On-site,Contract,,,German,,,27.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-emv-testingenieur-emv-tester--neckartenzlingen-891873/1,2026-09-03T14:21:56.011104+00:00
0,Tester | Germany,hays,Elektroniker für Geräte und Systeme (m/w/d),Hays Client,Dortmund,On-site,Contract,,R,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-elektroniker-fuer-geraete-und-systeme-dortmund-891231/1,2026-09-03T14:21:56.011339+00:00
0,Tester | Germany,hays,Solution Designer (m/w/d),Hays Client,Düssseldorf,On-site,Contract,,,German,,,26.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-solution-designer-duessseldorf-891246/1,2026-09-03T14:21:56.011567+00:00
0,Tester | Germany,hays,Homologation Engineer / ADAS Test & Validation Specialist  (m/w/d),Hays Client,Gifhorn,On-site,Contract,,R,German,,,12.08.26,https://www.hays.de/jobsuche/stellenangebote-jobs-detail-homologation-engineer-adas-test-validation-specialist--gifhorn-889858/1,2026-09-03T14:21:56.012237+00:00
