relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,ferchau,Tester / Inbetriebnehmer Automotive (m/w/d),FERCHAU,Wolfs­burg Deut­sch­land,Hybrid,Full-time,Can,"Expert, R, Canoe",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/454972/tester-inbetriebnehmer-automotive,2026-02-15T11:45:33.878341+00:00
14,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Kiel Deut­sch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/444385/softwaretester,2026-02-15T11:45:33.881159+00:00
14,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Lübeck Deut­sch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/398671/softwaretester,2026-02-15T11:45:33.881896+00:00
14,Tester | Germany,ferchau,Software Tester (m/w/d),FERCHAU,Karls­ruhe Deut­sch­land,Hybrid,Full-time,"C, Java, Python","Jira, Expert, R, Scrum, Kanban, Agile, C#",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/446824/software-tester,2026-02-15T11:45:33.882851+00:00
14,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Fried­richs­hafen Deut­sch­land,Remote,Full-time,,"Expert, R, Matlab",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/485380/softwaretester,2026-02-15T11:45:33.885586+00:00
14,Tester | Germany,ferchau,Software Tester (m/w/d),FERCHAU,Ingol­stadt Deut­sch­land,Remote,Full-time,"Ci/Cd, Java, Jenkins, Python, Shell","Jira, Expert, R, Groovy",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/489502/software-tester,2026-02-15T11:45:33.886372+00:00
14,QA Engineer | Germany,ferchau,(Lead) Test Automation Engineer - .NET / C# (m/f/d),FERCHAU,Wrocław Poland,Remote,Full-time,"C, Ci/Cd, Test Automation","Lead, Jira, Git, Azure, Docker, C#, Devops, Linux",English,Lead,,Recent,https://touch.ferchau.com/de/de/job/484519/lead-test-automation-engineer-net-c,2026-02-15T11:45:44.320991+00:00
14,QA Engineer | Germany,ferchau,Software Quality Engineer (m/w/d),FERCHAU,Frank­furt am Main Deut­sch­land,Hybrid,Full-time,"Ci/Cd, Java","Cucumber, Expert, R, Scrum, Kanban",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/443530/software-quality-engineer,2026-02-15T11:45:44.321922+00:00
14,QA Engineer | Germany,ferchau,Project Quality Assurance Engineer (m/w/d) Aerospace,FERCHAU,Stade Deut­sch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/491323/project-quality-assurance-engineer-aerospace,2026-02-15T11:45:44.323110+00:00
14,Test Engineer | Germany,ferchau,Testingenieur Elektrotechnik (m/w/d),FERCHAU,Hamburg Deut­sch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/242196/testingenieur-elektrotechnik,2026-02-15T11:45:54.158597+00:00
14,Test Engineer | Germany,ferchau,Softwaretester / Software Test Engineer (m/w/d),FERCHAU,Frei­burg im Breisgau Deut­sch­land,Vor Ort,Full-time,"C, Java, Python","Expert, R, Git, Scrum, Kanban, C#",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/133507/softwaretester-software-test-engineer,2026-02-15T11:45:54.161641+00:00
14,Test Engineer | Germany,ferchau,Lead Mechanical Design Engineer (m/f/d),FERCHAU,Warsaw Poland,Hybrid,Full-time,,"Lead, Assembly",English,Lead,,Recent,https://touch.ferchau.com/de/de/job/489889/lead-mechanical-design-engineer,2026-02-15T11:45:54.162875+00:00
14,Test Engineer | Germany,ferchau,System Test Engineer (m/w/d),FERCHAU,Stutt­gart Deut­sch­land,Hybrid,Full-time,"C, C++, Python","Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/493645/system-test-engineer,2026-02-15T11:45:54.164320+00:00
14,Test Engineer | Germany,ferchau,Sales Manager (m/w/d) / Sales Engineer (m/w/d),FERCHAU,Rostock Deut­sch­land,Hybrid,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/426313/sales-manager-sales-engineer,2026-02-15T11:45:54.165478+00:00
14,Test Engineer | Germany,ferchau,FPGA Test Engineer (m/w/d),FERCHAU,Linden­berg im Allgäu Deut­sch­land,Hybrid,Full-time,,"Expert, R, Fpga, Vhdl",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/472201/fpga-test-engineer,2026-02-15T11:45:54.166385+00:00
14,Testingenieur | Germany,ferchau,Testingenieur Elektronik (m/w/d),FERCHAU,Hamburg Deut­sch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/349012/testingenieur-elektronik,2026-02-15T11:46:03.608776+00:00
14,Testingenieur | Germany,ferchau,Testingenieur (m/w/d) FPGA,FERCHAU,Fried­richs­hafen Deut­sch­land,Remote,Full-time,,"Expert, R, Fpga, Vhdl",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/485350/testingenieur-fpga,2026-02-15T11:46:03.610503+00:00
14,Testingenieur | Germany,ferchau,Versuchsingenieur / Testingenieur (m/w/d),FERCHAU,Augs­burg Deut­sch­land,Remote,Full-time,Python,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/486814/versuchsingenieur-testingenieur,2026-02-15T11:46:03.611468+00:00
14,Testingenieur | Germany,ferchau,Testingenieur Medizintechnik (m/w/d),FERCHAU,Mann­heim Deut­sch­land,Hybrid,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/243886/testingenieur-medizintechnik,2026-02-15T11:46:03.613001+00:00
14,Testingenieur | Germany,ferchau,Testingenieur (m/w/d),FERCHAU,Stutt­gart Deut­sch­land,Vor Ort,Full-time,"Can, Hil, Python","Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/334791/testingenieur,2026-02-15T11:46:03.614863+00:00
14,Testingenieur | Germany,ferchau,Testingenieur alternative Antriebe (m/w/d),FERCHAU,Stutt­gart Deut­sch­land,Hybrid,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/485857/testingenieur-alternative-antriebe,2026-02-15T11:46:03.615875+00:00
14,Test Automation | Germany,ferchau,Process Automation Engineer (m/f/d),FERCHAU,Wrocław Poland,Hybrid,Full-time,,"Expert, Lead",English,"Expert, Lead",,Recent,https://touch.ferchau.com/de/de/job/489412/process-automation-engineer,2026-02-15T11:46:13.937868+00:00
14,Test Automation | Germany,ferchau,Senior Automation Engineer (m/w/d),FERCHAU,Burg­kir­chen an der Alz Deut­sch­land,Remote,Full-time,,"R, Senior",German,Senior,,Recent,https://touch.ferchau.com/de/de/job/440530/senior-automation-engineer,2026-02-15T11:46:13.941874+00:00
14,Test Automation | Germany,ferchau,Automatisierungsingenieur / Automatisierungstechniker (m/w/d),FERCHAU,Aachen Deut­sch­land,Remote,Full-time,,"Expert, R",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/347089/automatisierungsingenieur-automatisierungstechniker,2026-02-15T11:46:13.942666+00:00
14,Python Developer | Germany,ferchau,Senior Python Developer (m/f/d),FERCHAU,Warsaw Poland,Hybrid,Full-time,"C, C++, Python","Senior, Pytorch, Docker, Linux",English,Senior,,Recent,https://touch.ferchau.com/de/de/job/479218/senior-python-developer,2026-02-15T11:46:22.881878+00:00
14,Python Developer | Germany,ferchau,(Junior) Software Developer Python (m/w/d),FERCHAU,Karls­ruhe Deut­sch­land,Hybrid,Full-time,Python,"Expert, R, Junior, Nosql, Sql, Linux",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/446410/junior-software-developer-python,2026-02-15T11:46:22.883752+00:00
14,Python Developer | Germany,ferchau,Fullstack Software Developer (m/w/d),FERCHAU,Lübeck Deut­sch­land,Remote,Full-time,"Jenkins, Python","Expert, R, Angular",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/398737/fullstack-software-developer,2026-02-15T11:46:22.888069+00:00
14,Python Developer | Germany,ferchau,Senior Software Python Engineer (m/f/d),FERCHAU,Warsaw Poland,Hybrid,Full-time,"Ci/Cd, Go, Python","Lead, Senior",English,"Lead, Senior",,Recent,https://touch.ferchau.com/de/de/job/490762/senior-software-python-engineer,2026-02-15T11:46:22.889083+00:00
14,Python Test | Germany,ferchau,Embedded-Software- und Systemtester (m/w/d),FERCHAU,Gießen Deut­sch­land,Remote,Full-time,"C, C++, Embedded Systems, Hil, Python, Sil","Expert, R, Scrum",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/348925/embedded-software-und-systemtester,2026-02-15T11:46:34.486714+00:00
14,Python Test | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Neubran­den­burg Deut­sch­land,Hybrid,Full-time,"C, C++, Python",R,German,Test Manager,,Recent,https://touch.ferchau.com/de/de/job/294622/softwaretester,2026-02-15T11:46:34.489006+00:00
14,Firmware Engineer | Germany,ferchau,Embedded Firmware Engineer (m/w/d),FERCHAU,Hall in Tirol Öster­reich,Remote,Full-time,"Arm, C, C++, Ci/Cd, Embedded Systems, Firmware, Python, Rtos","Expert, R, Zephyr",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/490867/embedded-firmware-engineer,2026-02-15T11:46:44.708499+00:00
14,Firmware Engineer | Germany,ferchau,Embedded Systems Engineer (m/w/d),FERCHAU,Darm­stadt Deut­sch­land,Hybrid,Full-time,"C, C++, Can, Embedded Systems","Expert, R, Fpga, Vhdl",German,Expert,,Recent,https://touch.ferchau.com/de/de/job/489628/embedded-systems-engineer,2026-02-15T11:46:44.709479+00:00
0,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Osna­brück Deut­sch­land,Remote,Full-time,"C, Java, Python","Jira, R, Azure, Scrum, Kanban, Sql, C#, Devops",German,,,Recent,https://touch.ferchau.com/de/de/job/442993/softwaretester,2026-02-15T11:45:33.879308+00:00
0,Tester | Germany,ferchau,Softwaretester Steuergeräte bei Siemens (m/w/d),FERCHAU,Erlangen Deut­sch­land,Remote,Full-time,"C, C++, Python",R,German,,,Recent,https://touch.ferchau.com/de/de/job/488035/softwaretester-steuergeraete-bei-siemens,2026-02-15T11:45:33.880217+00:00
0,Tester | Germany,ferchau,Softwaretester Automatisierung und Datenanalyse (m/w/d),FERCHAU,Timelkam Öster­reich,Hybrid,Full-time,Python,"R, Data Science",German,,,Recent,https://touch.ferchau.com/de/de/job/477526/softwaretester-automatisierung-und-datenanalyse,2026-02-15T11:45:33.883741+00:00
0,Tester | Germany,ferchau,Softwaretester (m/w/d),FERCHAU,Bremen Deut­sch­land,Hybrid,Full-time,Jenkins,"R, Junit",German,,,Recent,https://touch.ferchau.com/de/de/job/241642/softwaretester,2026-02-15T11:45:33.884762+00:00
0,QA Engineer | Germany,ferchau,Software Test Engineer (m/w/d),FERCHAU,München Deut­sch­land,Remote,Full-time,Jenkins,"Jira, Git, R, Junit, Testng",German,,,Recent,https://touch.ferchau.com/de/de/job/492625/software-test-engineer,2026-02-15T11:45:44.318198+00:00
0,QA Engineer | Germany,ferchau,Test Automation Engineer - Python (m/f/d),FERCHAU,Wrocław Poland,Remote,Full-time,"Python, Test Automation","Safe, Jira",English,,,Recent,https://touch.ferchau.com/de/de/job/484546/test-automation-engineer-python,2026-02-15T11:45:44.319562+00:00
0,QA Engineer | Germany,ferchau,Hull Structural Designer (m/f/d),FERCHAU,Gdynia Poland,Hybrid,Full-time,,,English,,,Recent,https://touch.ferchau.com/de/de/job/461695/hull-structural-designer,2026-02-15T11:45:44.324080+00:00
0,QA Engineer | Germany,ferchau,DevOps Engineer (m/w/d) Cloud & Mobile Platforms,FERCHAU,Nürn­berg Deut­sch­land,Remote,Full-time,"Bash, Ci/Cd, Github Actions, Jenkins, Python","Gitlab Ci, Github, Argocd, R, Azure, Agile, Docker, Gitlab, Devops",German,,,Recent,https://touch.ferchau.com/de/de/job/488962/devops-engineer-cloud-mobile-platforms,2026-02-15T11:45:44.325403+00:00
0,QA Engineer | Germany,ferchau,Hull Structural Designer - Shipbuilding (m/f/d),FERCHAU,Gdynia Poland,Hybrid,Full-time,Can,,English,,,Recent,https://touch.ferchau.com/de/de/job/482239/hull-structural-designer-shipbuilding,2026-02-15T11:45:44.327211+00:00
0,QA Engineer | Germany,ferchau,Qualitätsingenieur (m/w/d),FERCHAU,Gmund am Tegernsee Deut­sch­land,Remote,Full-time,,R,German,,,Recent,https://touch.ferchau.com/de/de/job/491821/qualitaetsingenieur,2026-02-15T11:45:44.328303+00:00
