relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Test Automation Engineer | Slovakia,xing,Senior Test Automation Engineer (m/w/d) - Quality Architecture & CI/CD (60-100%) (Ref.Nr.: 46103),XING Employer,Germany/Remote,On-site,Full-time,"Ci/Cd, Test Automation",Senior,German,"Senior, Architect",,Recent,https://www.xing.com/jobs/bern-senior-test-automation-engineer-quality-architecture-ci-cd-60-100-ref-nr-46103-150314912,2026-02-06T18:03:42.460463+00:00
8,Firmware Test Engineer | Slovakia,xing,Embedded Software Tester / Test Automation Engineer (Robot Framework) (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,"Test Automation, Robot Framework",,German,,,Recent,https://www.xing.com/jobs/mannheim-embedded-software-tester-test-automation-engineer-robot-framework-147824915,2026-02-06T18:02:26.373125+00:00
7,Test Automation Engineer | Slovakia,xing,Test Automation Engineer - .Net C# (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,"C, Test Automation",C#,German,,,Recent,https://www.xing.com/jobs/ittigen-test-automation-engineer-net-150349983,2026-02-06T18:03:42.460266+00:00
7,Test Automation Engineer | Slovakia,xing,Senior E2E-Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,Senior,German,Senior,,Recent,https://www.xing.com/jobs/koeln-senior-e2e-test-automation-engineer-150332884,2026-02-06T18:03:42.460335+00:00
7,Test Automation Engineer | Slovakia,xing,Software Entwickler Java (m/w/d) - Test Automation Engineer,XING Employer,Germany/Remote,On-site,Full-time,"Java, Test Automation",,German,,,Recent,https://www.xing.com/jobs/hagen-software-entwickler-java-test-automation-engineer-150288352,2026-02-06T18:03:42.460525+00:00
7,Test Automation Engineer | Slovakia,xing,Test Automation Engineer Java (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,"Java, Test Automation",,German,,,Recent,https://www.xing.com/jobs/maennedorf-test-automation-engineer-java-150103547,2026-02-06T18:03:42.460655+00:00
7,Test Automation Engineer | Austria,xing,Senior Test Automation Engineer (m/w/d) – Gefahrenmanagementsysteme,XING Employer,Germany/Remote,On-site,Full-time,Test Automation,Senior,German,Senior,,Recent,https://www.xing.com/jobs/wien-senior-test-automation-engineer-gefahrenmanagementsysteme-146436385,2026-02-06T18:03:57.841689+00:00
7,Test Automation Engineer | Germany,xing,Sr. Test Automation Engineer - Java (f/m/d) at an established IT-Security Company,XING Employer,Germany/Remote,On-site,Full-time,"Java, Test Automation",,German,,,Recent,https://www.xing.com/jobs/berlin-sr-test-automation-engineer-java-established-security-company-149352249,2026-02-06T18:04:13.583056+00:00
7,Test Automation Engineer | Germany,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,Staff,,Recent,https://www.xing.com/jobs/duesseldorf-test-automation-engineer-149327227,2026-02-06T18:04:13.583117+00:00
7,Senior Test Engineer | Germany,xing,Senior Test Automation Engineer Software Platform Core Services (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,Senior,German,Senior,,Recent,https://www.xing.com/jobs/dresden-senior-test-automation-engineer-software-platform-core-services-147852086,2026-02-06T18:06:45.747993+00:00
6,Firmware Test Engineer | Slovakia,xing,(Senior) Embedded Software / Firmware Engineer - Power Electronics (m/f/d),XING Employer,Germany/Remote,On-site,Full-time,Firmware,Senior,German,Senior,,Recent,https://www.xing.com/jobs/freiburg-im-breisgau-senior-embedded-software-firmware-engineer-power-electronics-147801389,2026-02-06T18:02:26.373208+00:00
6,Firmware Test Engineer | Austria,xing,"Embedded-Software Entwickler (C, C#) mit Erfahrung in ARM und STM (m/w/d)",XING Employer,Germany/Remote,On-site,Full-time,"C, Arm",C#,German,,,Recent,https://www.xing.com/jobs/lustenau-embedded-software-entwickler-erfahrung-arm-stm-147211665,2026-02-06T18:02:41.251791+00:00
6,AI Engineer Python | Slovakia,xing,Senior Python Engineer - Voice AI Platform (all genders),XING Employer,Germany/Remote,On-site,Full-time,Python,Senior,German,Senior,,Recent,https://www.xing.com/jobs/muenchen-senior-python-engineer-voice-ai-platform-all-genders-150031666,2026-02-06T18:07:31.132974+00:00
6,AI Engineer Python | Slovakia,xing,Senior Python Backend Engineer – Cloud & AI Solutions (w/m/d),XING Employer,Germany/Remote,On-site,Full-time,Python,Senior,German,Senior,,Recent,https://www.xing.com/jobs/berlin-senior-python-backend-engineer-cloud-ai-solutions-150004351,2026-02-06T18:07:31.133040+00:00
6,AI Engineer Python | Slovakia,xing,AI Engineer (Python) and Consultant (w/m/d),XING Employer,Germany/Remote,On-site,Full-time,Python,Consultant,German,Consultant,,Recent,https://www.xing.com/jobs/bottrop-ai-engineer-python-and-consultant-148436812,2026-02-06T18:07:31.133103+00:00
6,AI Engineer Python | Austria,xing,Senior AI / ML Engineer (Python),XING Employer,Germany/Remote,On-site,Full-time,Python,Senior,German,Senior,,Recent,https://www.xing.com/jobs/vienna-senior-ai-ml-engineer-python-146735697,2026-02-06T18:07:46.159040+00:00
5,Senior Test Engineer | Germany,xing,Senior EMC Analysis & Test Engineer,XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,"Senior, Staff",,Recent,https://www.xing.com/jobs/germany-senior-emc-analysis-test-engineer-148144750,2026-02-06T18:06:45.747930+00:00
5,AI Engineer Python | Austria,xing,"Senior Cloud Consultant - Data & AI Engineer (f/m/d, 4-Days-Week), German Speaking",XING Employer,Germany/Remote,On-site,Full-time,,"Consultant, Senior",German,"Senior, Consultant",,Recent,https://www.xing.com/jobs/wien-senior-cloud-consultant-data-ai-engineer-4-days-week-german-speaking-149582548,2026-02-06T18:07:46.159199+00:00
4,Test Automation Engineer | Slovakia,xing,Test Automation Engineer,XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/zentralschweiz-test-automation-engineer-150364467,2026-02-06T18:03:42.460173+00:00
4,Test Automation Engineer | Slovakia,xing,Test Automation Engineer Datenbanken (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/oberhausen-test-automation-engineer-datenbanken-150460640,2026-02-06T18:03:42.460401+00:00
4,Test Automation Engineer | Slovakia,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/nuernberg-test-automation-engineer-150134014,2026-02-06T18:03:42.460592+00:00
4,Test Automation Engineer | Slovakia,xing,Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-149916917,2026-02-06T18:03:42.460766+00:00
4,Test Automation Engineer | Slovakia,xing,Test Automation Engineer (w/m/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/wien-test-automation-engineer-149733083,2026-02-06T18:03:42.460834+00:00
4,Test Automation Engineer | Germany,xing,Test Automation Engineer (m/w/d) – Codequalität auf Autopilot,XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/hamburg-test-automation-engineer-codequalitaet-autopilot-149647839,2026-02-06T18:04:13.582994+00:00
4,Test Automation Engineer | Germany,xing,Test Automation Engineer – Plattform & Services (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Test Automation,,German,,,Recent,https://www.xing.com/jobs/dresden-test-automation-engineer-plattform-services-149258325,2026-02-06T18:04:13.583197+00:00
3,Firmware Test Engineer | Slovakia,xing,Senior QA Test Engineer,XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/valley-senior-qa-test-engineer-144799085,2026-02-06T18:02:26.372926+00:00
3,Firmware Test Engineer | Slovakia,xing,Firmware Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Firmware,,German,,,Recent,https://www.xing.com/jobs/wedel-firmware-engineer-149410735,2026-02-06T18:02:26.372992+00:00
3,Firmware Test Engineer | Slovakia,xing,Embedded Firmware Engineer - Shenzhen Based,XING Employer,Germany/Remote,On-site,Full-time,Firmware,,German,,,Recent,https://www.xing.com/jobs/munich-embedded-firmware-engineer-shenzhen-based-148255298,2026-02-06T18:02:26.373056+00:00
3,Firmware Test Engineer | Slovakia,xing,Firmware Verification Engineer (m/f/d),XING Employer,Germany/Remote,On-site,Full-time,Firmware,Nxp,German,,,Recent,https://www.xing.com/jobs/gratkorn-firmware-verification-engineer-147076547,2026-02-06T18:02:26.373338+00:00
3,Firmware Test Engineer | Austria,xing,(SENIOR) POWER ELECTRONICS CONTROL ENGINEER (all genders),XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/klosterneuburg-senior-power-electronics-control-engineer-genders-150113426,2026-02-06T18:02:41.251589+00:00
3,Firmware Test Engineer | Austria,xing,Senior HW Development Engineer (Embedded)(w/m/d/x),XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/linz-senior-hw-development-engineer-embedded-147141372,2026-02-06T18:02:41.251658+00:00
3,Firmware Test Engineer | Austria,xing,Senior HW Development Engineer (Embedded)(w/m/d/x),XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/linz-senior-hw-development-engineer-embedded-147127421,2026-02-06T18:02:41.251725+00:00
3,Firmware Test Engineer | Germany,xing,Embedded Hardware / Firmware Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Firmware,,German,,,Recent,https://www.xing.com/jobs/leipzig-embedded-hardware-firmware-engineer-146256647,2026-02-06T18:02:56.796214+00:00
3,Test Automation Engineer | Austria,xing,Senior Test Engineer – Cloud & Data Platforms | Req#4243,XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/wien-senior-test-engineer-cloud-data-platforms-req-4243-150444316,2026-02-06T18:03:57.841269+00:00
3,Embedded Software Tester | Slovakia,xing,Software Tester (Embedded Systems),XING Employer,Germany/Remote,On-site,Full-time,Embedded Systems,,German,,,Recent,https://www.xing.com/jobs/wien-software-tester-embedded-systems-148264444,2026-02-06T18:04:59.665348+00:00
3,Embedded Software Tester | Slovakia,xing,Testmanager*in (d/m/w) – Embedded Systems,XING Employer,Germany/Remote,On-site,Full-time,Embedded Systems,,German,,,Recent,https://www.xing.com/jobs/berlin-testmanager-embedded-systems-150013024,2026-02-06T18:04:59.665469+00:00
3,Embedded Software Tester | Slovakia,xing,Embedded Python Tester (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-150165650,2026-02-06T18:04:59.665604+00:00
3,Embedded Software Tester | Slovakia,xing,Software-Testingenieur für Embedded Systems (w/m/d),XING Employer,Germany/Remote,On-site,Full-time,Embedded Systems,R,German,,,Recent,https://www.xing.com/jobs/erlangen-software-testingenieur-embedded-systems-150144283,2026-02-06T18:04:59.665663+00:00
3,Embedded Software Tester | Slovakia,xing,Embedded Python Tester (m/w/d) - Standort Stuttgart,XING Employer,Germany/Remote,On-site,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/stuttgart-embedded-python-tester-standort-stuttgart-149831834,2026-02-06T18:04:59.665777+00:00
3,Embedded Software Tester | Germany,xing,Embedded Python Tester (m/w/d) - Standort München,XING Employer,Germany/Remote,On-site,Full-time,Python,,German,,,Recent,https://www.xing.com/jobs/muenchen-embedded-python-tester-standort-muenchen-149828929,2026-02-06T18:05:29.581423+00:00
3,Senior Test Engineer | Slovakia,xing,Senior ICT-Test-Engineer (m/w/d),XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/bern-senior-ict-test-engineer-150442573,2026-02-06T18:06:15.546662+00:00
3,Senior Test Engineer | Slovakia,xing,Senior Test Engineer - Azure DevOps (w/m/d),XING Employer,Germany/Remote,On-site,Full-time,,"Azure, Devops, Senior",German,Senior,,Recent,https://www.xing.com/jobs/muenchen-senior-test-engineer-azure-devops-149433454,2026-02-06T18:06:15.546855+00:00
3,Senior Test Engineer | Slovakia,xing,Senior Testingenieur* / Validation Engineer* für Fahrzeug-Infotainmentsysteme – EE13S,XING Employer,Germany/Remote,On-site,Full-time,,"R, Senior",German,Senior,,Recent,https://www.xing.com/jobs/ruesselsheim-main-senior-testingenieur-validation-engineer-fahrzeug-infotainmentsysteme-ee13s-150120345,2026-02-06T18:06:15.546962+00:00
3,Senior Test Engineer | Slovakia,xing,Senior Product Test Engineer,XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/rue-fr-senior-product-test-engineer-148654905,2026-02-06T18:06:15.547024+00:00
3,Senior Test Engineer | Austria,xing,Senior Embedded Software Engineer,XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/vienna-senior-embedded-software-engineer-150407685,2026-02-06T18:06:30.717969+00:00
3,Senior Test Engineer | Austria,xing,"Senior QA Engineer, DeFi Wallet",XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/wien-senior-qa-engineer-defi-wallet-150412664,2026-02-06T18:06:30.718034+00:00
3,Senior Test Engineer | Austria,xing,Senior DevOps Engineer (w/m/d),XING Employer,Germany/Remote,On-site,Full-time,,"Devops, Senior",German,Senior,,Recent,https://www.xing.com/jobs/wien-senior-devops-engineer-150316439,2026-02-06T18:06:30.718097+00:00
3,Senior Test Engineer | Austria,xing,Senior Project Service and Support Engineer 1 1,XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/au-der-traun-senior-project-service-support-engineer-1-150091842,2026-02-06T18:06:30.718236+00:00
3,Senior Test Engineer | Austria,xing,Senior Project Engineer (f/m/d),XING Employer,Germany/Remote,On-site,Full-time,,Senior,German,Senior,,Recent,https://www.xing.com/jobs/sankt-georgen-ybbsfelde-senior-project-engineer-149553163,2026-02-06T18:06:30.718303+00:00
