relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Business Test Consultant - Lebensversicherung / E2E (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://www.xing.com/jobs/montabaur-senior-business-test-consultant-lebensversicherung-e2e-151945000,2026-04-13T12:03:35.017862+00:00
14,QA Engineer | Germany,xing,Senior QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,Senior,,Recent,https://www.xing.com/jobs/berlin-senior-qa-engineer-153215299,2026-04-13T12:04:30.933482+00:00
14,QA Engineer | Germany,xing,Lead QA Engineer (f/m/x) – Operations and Client Services,XING Employer,Germany/Remote,Remote,Full-time,,Lead,English,Lead,,Recent,https://www.xing.com/jobs/berlin-lead-qa-engineer-operations-client-services-150732060,2026-04-13T12:04:30.933615+00:00
14,Test Engineer | Austria,xing,Test Engineer - IT Consultant (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Consultant,English,Consultant,,Recent,https://www.xing.com/jobs/hamburg-test-engineer-it-consultant-152976589,2026-04-13T12:05:44.947681+00:00
14,Test Automation | Germany,xing,Senior Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,Senior,English,Senior,,Recent,https://www.xing.com/jobs/braunschweig-senior-test-automation-engineer-152565675,2026-04-13T12:07:23.953306+00:00
14,Test Automation | Germany,xing,Senior Testmanager:in (m/w/d) Testautomatisierung & Software Qualitätssicherung,XING Employer,Germany/Remote,Remote,Full-time,Test Automation,Senior,English,"Senior, Test Manager",,Recent,https://www.xing.com/jobs/ruesselsheim-main-senior-testmanager-testautomatisierung-software-qualitaetssicherung-151696614,2026-04-13T12:07:23.953370+00:00
14,Python Developer | Germany,xing,Softwareentwickler Senior Backend / Python (m/w/d)​​,XING Employer,Germany/Remote,Remote,Full-time,Python,Senior,English,Senior,,Recent,https://www.xing.com/jobs/schweinfurt-softwareentwickler-senior-backend-python-151597612,2026-04-13T12:08:21.828651+00:00
14,Python Developer | Remote,xing,Python Entwickler (Mid- bis Senior) – Backend / API / Data / IoT (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Senior,English,Senior,,Recent,https://www.xing.com/jobs/koeln-python-entwickler-mid-senior-backend-api-data-iot-152989954,2026-04-13T12:09:05.200216+00:00
14,Firmware Engineer | Remote,xing,Firmware-Entwickler (all gender),ALTEN Consulting Services GmbH Bremen,Bremen,Remote,Full-time,"C, C++, Embedded Systems, Firmware","Fpga, Associate, Expert, R",German,Expert,,Recent,https://www.xing.com/jobs/bremen-firmware-entwickler-all-gender-149577949,2026-04-13T12:11:01.546762+00:00
0,Tester | Germany,xing,Softwaretester (m/w/d) für manuelle Tests,XING Employer,Germany/Remote,Remote,Full-time,,R,English,,,Recent,https://www.xing.com/jobs/frankfurt-main-softwaretester-manuelle-tests-152545087,2026-04-13T12:03:35.017444+00:00
0,Tester | Germany,xing,"Projekt Future VCS Teilprojektleiter ""Test und Transition"" (d/m/w)",XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/langen-projekt-future-vcs-teilprojektleiter-test-transition-152140049,2026-04-13T12:03:35.018038+00:00
0,Tester | Germany,xing,Prüftechniker Elektrotechnik - Normen / Tests / Doku (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/halver-prueftechniker-elektrotechnik-normen-tests-doku-152340906,2026-04-13T12:03:35.018202+00:00
0,Tester | Germany,xing,End of Line-Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/lindau-end-of-line-tester-152505614,2026-04-13T12:03:35.018369+00:00
0,Tester | Germany,xing,Tester für Software- und Systemtests (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,R,German,,,Recent,https://www.xing.com/jobs/hamburg-tester-software-systemtests-152707044,2026-04-13T12:03:35.018516+00:00
0,Tester | Germany,xing,INTERIM Tester IAM/ IDM (gn),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/duesseldorf-interim-tester-iam-idm-gn-152485587,2026-04-13T12:03:35.018842+00:00
0,Tester | Germany,xing,Software Tester Fokus Testautomatisierung remote (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/berlin-software-tester-fokus-testautomatisierung-remote-152651779,2026-04-13T12:03:35.019129+00:00
0,Tester | Germany,xing,Software Tester (all genders),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/sankt-ingbert-software-tester-all-genders-148460968,2026-04-13T12:03:35.019272+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-153005601,2026-04-13T12:04:30.932970+00:00
0,QA Engineer | Germany,xing,QA Engineer (alle Geschlechter),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-qa-engineer-geschlechter-153001401,2026-04-13T12:04:30.933069+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-153215298,2026-04-13T12:04:30.933140+00:00
