relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Austria,freelance_de,Senior Software Tester,Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1273175-Senior-Software-Tester,2026-06-15T16:48:17.614522+00:00
14,Tester | Austria,freelance_de,Senior Android Tester (m/f/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1270107-Senior-Android-Tester-m-f-d,2026-06-15T16:48:17.614727+00:00
14,Tester | Austria,freelance_de,Energy Trading Senior Tester (Only Nearshore) (m/f/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1267681-Energy-Trading-Senior-Tester-Only-Nearshore-m-f-d,2026-06-15T16:48:17.615462+00:00
14,Tester | Austria,freelance_de,Senior Tester (m/w/d) Tricentis Tosca Einführung & Testautomatisierung ID26981-0,Freelance.de Client,Germany/Remote,Remote,Freelance,Test Automation,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1273734-Senior-Tester-m-w-d-Tricentis-Tosca-Einfuehrung-Testautomatisierung-ID26981,2026-06-15T16:48:17.616214+00:00
14,Tester | Austria,freelance_de,Agile Senior Tester (m/w/d) – Remote & Nürnberg | Testautomatisierung | Systemintegration ID27019-9,Freelance.de Client,Germany/Remote,Remote,Freelance,Test Automation,"Agile, Senior",English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1275588-Agile-Senior-Tester-m-w-d-Remote-Nuernberg-Testautomatisierung,2026-06-15T16:48:17.616407+00:00
14,Tester | Austria,freelance_de,Senior Factory Software Application Engineer (m/f/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1268322-Senior-Factory-Software-Application-Engineer-m-f-d,2026-06-15T16:48:17.616591+00:00
14,Tester | Remote,freelance_de,Remote Mendix Architect,Freelance.de Client,Germany/Remote,Remote,Freelance,,Architect,English,Architect,,Recent,https://www.freelance.de/projekte/projekt-1275122-Remote-Mendix-Architect,2026-06-15T16:48:35.383593+00:00
14,QA Engineer | Germany,freelance_de,QA Lead,Freelance.de Client,Germany/Remote,Remote,Freelance,,Lead,English,"Lead, QA Lead",,Recent,https://www.freelance.de/projekte/projekt-1268482-QA-Lead,2026-06-15T16:48:53.027448+00:00
14,QA Engineer | Germany,freelance_de,QA Manager / Testmanager (m/w/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,,English,Test Manager,,Recent,https://www.freelance.de/projekte/projekt-1270000-QA-Manager-Testmanager-m-w-d,2026-06-15T16:48:53.028230+00:00
14,QA Engineer | Germany,freelance_de,Senior QA Specialist & Batch Review,Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1274667-Senior-QA-Specialist-Batch-Review,2026-06-15T16:48:53.028454+00:00
14,QA Engineer | Germany,freelance_de,"ST-1989 SAP FI Berater (m/w/d) – Industrieumfeld, Deutschland (Multi-Location)",Freelance.de Client,Germany/Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.freelance.de/projekte/projekt-1275410-ST-1989-SAP-FI-Berater-m-w-d-Industrieumfeld,2026-06-15T16:48:53.028724+00:00
14,QA Engineer | Germany,freelance_de,Expert QA Engineering Grid Control Platform (m/w/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Expert,English,Expert,,Recent,https://www.freelance.de/projekte/projekt-1266537-Expert-QA-Engineering-Grid-Control-Platform-m-w-d,2026-06-15T16:48:53.029006+00:00
14,QA Engineer | Remote,freelance_de,Senior Software Engineer(AWS/TypeScript)- Remote -Start:June1,Freelance.de Client,Germany/Remote,Remote,Freelance,Typescript,"Senior, Aws",English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1270182-Senior-Software-Engineer-AWS-TypeScript-Remote-Start-June1,2026-06-15T16:49:28.145815+00:00
14,QA Engineer | Remote,freelance_de,Senior Data Engineer (Data Bricks Expert) Hamburg/Remote,Freelance.de Client,Germany/Remote,Remote,Freelance,,"Senior, Expert",English,"Expert, Senior",,Recent,https://www.freelance.de/projekte/projekt-1275608-Senior-Data-Engineer-Data-Bricks-Expert-Hamburg-Remote,2026-06-15T16:49:28.146332+00:00
14,Test Engineer | Germany,freelance_de,Test Manager,Freelance.de Client,Germany/Remote,Remote,Freelance,,,English,Test Manager,,Recent,https://www.freelance.de/projekte/projekt-1270059-Test-Manager,2026-06-15T16:49:45.882274+00:00
14,Test Engineer | Germany,freelance_de,Senior Test & Compliance Engineer (m/w/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1271333-Senior-Test-Compliance-Engineer-m-w-d,2026-06-15T16:49:45.882455+00:00
14,Test Engineer | Germany,freelance_de,Senior Charging Interoperability Test Engineer  (m/f/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1265802-Senior-Charging-Interoperability-Test-Engineer-m-f-d,2026-06-15T16:49:45.882804+00:00
