relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,freelance_de,Senior Solution Consultant – Lending / Banking (Deutschland),Freelance.de Client,Germany/Remote,Remote,Freelance,,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://www.freelance.de/projekte/projekt-1260190-Senior-Solution-Consultant-Lending-Banking-Deutschland,2026-04-02T11:51:33.759618+00:00
14,Tester | Austria,freelance_de,Senior Embedded Instrument Control SW Tester,Freelance.de Client,Germany/Remote,Remote,Freelance,,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1255583-Senior-Embedded-Instrument-Control-SW-Tester,2026-04-02T11:51:51.739615+00:00
14,QA Engineer | Germany,freelance_de,QA Expert - Junior,Freelance.de Client,Germany/Remote,Remote,Freelance,,"Expert, Junior",English,Expert,,Recent,https://www.freelance.de/projekte/projekt-1252479-QA-Expert-Junior,2026-04-02T11:52:27.975270+00:00
14,Test Engineer | Austria,freelance_de,Freelance Senior Software Test Engineer / HIL Simulation gesucht! Langläufer Projekt,Freelance.de Client,Germany/Remote,Remote,Freelance,Hil,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1262431-Freelance-Senior-Software-Test-Engineer-HIL-Simulation-gesucht-Langlaeufer,2026-04-02T11:53:43.163125+00:00
14,Test Engineer | Austria,freelance_de,FREELANCE Senior Software Test Engineer / HIL Simulation gesucht! Langläufer Projekt!,Freelance.de Client,Germany/Remote,Remote,Freelance,Hil,Senior,English,Senior,,Recent,https://www.freelance.de/projekte/projekt-1262798-FREELANCE-Senior-Software-Test-Engineer-HIL-Simulation-gesucht-Langlaeufer,2026-04-02T11:53:43.163293+00:00
14,Testingenieur | Austria,freelance_de,Monteur / Experte für Qualitätsicherungsmaßnahmen (m/w/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,"R, Expert",English,Expert,,Recent,https://www.freelance.de/projekte/projekt-1262469-Monteur-Experte-fuer-Qualitaetsicherungsmassnahmen-m-w-d,2026-04-02T11:55:23.603804+00:00
14,Testingenieur | Austria,freelance_de,Freelance Consultant Methodenvalidierung UV-VIS (w/m/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.freelance.de/projekte/projekt-1257685-Freelance-Consultant-Methodenvalidierung-UV-VIS-w-m-d,2026-04-02T11:55:23.604504+00:00
14,Testingenieur | Austria,freelance_de,EHS Berater (m/w/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.freelance.de/projekte/projekt-1251212-EHS-Berater-m-w-d,2026-04-02T11:55:23.605031+00:00
14,Testingenieur | Austria,freelance_de,Produktionscontrolling Expert - 6+ Monate - Start April/Mai,Freelance.de Client,Germany/Remote,Remote,Freelance,,Expert,English,Expert,,Recent,https://www.freelance.de/projekte/projekt-1259513-Produktionscontrolling-Expert-6-Monate-Start-April-Mai,2026-04-02T11:55:23.605363+00:00
14,Testingenieur | Austria,freelance_de,SAP Basis Architekt (m/w/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Architect,English,Architect,,Recent,https://www.freelance.de/projekte/projekt-1260810-SAP-Basis-Architekt-m-w-d,2026-04-02T11:55:23.605519+00:00
14,Testingenieur | Austria,freelance_de,Freelance Consultant Wareneingangsprüfung (w/m/d),Freelance.de Client,Germany/Remote,Remote,Freelance,,Consultant,English,Consultant,,Recent,https://www.freelance.de/projekte/projekt-1261634-Freelance-Consultant-Wareneingangspruefung-w-m-d,2026-04-02T11:55:23.605841+00:00
