relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Fachlicher Testmanager (m/w/d) für unsere Abteilung Produktdesign und IT-Partnermanagement,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/muenchen-fachlicher-testmanager-abteilung-produktdesign-it-partnermanagement-157180310,2026-09-21T16:49:44.277497+00:00
14,Tester | Germany,xing,(Senior) IT Consultant/ Tester (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,"Consultant, Senior",English,"Consultant, Senior",,Recent,https://www.xing.com/jobs/weinheim-senior-consultant-tester-158040700,2026-09-21T16:49:44.277539+00:00
14,Tester | Germany,xing,IT-Testmanager – SAP (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,Test Manager,,Recent,https://www.xing.com/jobs/koeln-it-testmanager-sap-157820138,2026-09-21T16:49:44.277614+00:00
14,QA Engineer | Germany,xing,(Senior) QA Engineer (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,Senior,,Recent,https://www.xing.com/jobs/hamburg-senior-qa-engineer-157976635,2026-09-21T16:50:43.012199+00:00
14,QA Engineer | Remote,xing,SAP Data Quality Consultant (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Consultant,English,Consultant,,Recent,https://www.xing.com/jobs/remote-sap-data-quality-consultant-157904825,2026-09-21T16:51:28.077655+00:00
14,Test Automation | Germany,xing,Testautomation Expert (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,Expert,English,Expert,,Recent,https://www.xing.com/jobs/hamburg-testautomation-expert-157533947,2026-09-21T16:53:38.232708+00:00
14,Python Developer | Germany,xing,Python Development Expert for CI Tools (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenchen-python-development-expert-for-ci-tools-157506947,2026-09-21T16:54:35.421294+00:00
14,Python Developer | Germany,xing,Python Development Expert (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Python,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenchen-python-development-expert-157469012,2026-09-21T16:54:35.421328+00:00
14,Python Developer | Germany,xing,Python Development Expert for CI Tools (m/w/x),XING Employer,Germany/Remote,Remote,Full-time,Python,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenchen-python-development-expert-for-ci-tools-157368156,2026-09-21T16:54:35.421396+00:00
14,Firmware Engineer | Germany,xing,Senior Embedded Software Developer,XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,Senior,,Recent,https://www.xing.com/jobs/hamburg-senior-embedded-software-developer-156968349,2026-09-21T16:56:30.884153+00:00
14,Firmware Engineer | Germany,xing,Embedded Firmware Engineer (m/w/d),ROCKEN,Emmen,Hybrid,Full-time,"C, Firmware","Freertos, R, Senior",German,Senior,,Recent,https://www.xing.com/jobs/emmen-embedded-firmware-engineer-157625471,2026-09-21T16:56:30.884186+00:00
0,Tester | Germany,xing,Test Engineer Videosicherheitssoftware (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-test-engineer-videosicherheitssoftware-157492330,2026-09-21T16:49:44.277250+00:00
0,Tester | Germany,xing,Android Test Automation Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,Test Automation,,English,,,Recent,https://www.xing.com/jobs/hamburg-android-test-automation-engineer-157280612,2026-09-21T16:49:44.277326+00:00
0,Tester | Germany,xing,TEST Volksbanksalzburg,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/austria-test-volksbanksalzburg-157818005,2026-09-21T16:49:44.277377+00:00
0,Tester | Germany,xing,Application Specialist (m/w/d) Bereich Mikronährstoffe (Mikrotiterplatten-Tests),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bensheim-application-specialist-bereich-mikronaehrstoffe-mikrotiterplatten-tests-157820143,2026-09-21T16:49:44.277418+00:00
0,Tester | Germany,xing,Baustoffentwickler im Technology & Test Center (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neuenburg-rhein-baustoffentwickler-technology-test-center-157554343,2026-09-21T16:49:44.277458+00:00
0,Tester | Germany,xing,Software Development Engineer in Test (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/karlsruhe-software-development-engineer-test-157297722,2026-09-21T16:49:44.277575+00:00
