relevance_score,search_criteria,provider,title,company,location,work_location_type,employment_type,matching_skills,missing_skills,detected_languages,matched_roles,salary_hint,posted_at_relative,link,scraped_at
14,Tester | Germany,xing,Senior Test Manager (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,"Senior, Test Manager",,Recent,https://www.xing.com/jobs/hannover-senior-test-manager-155410504,2026-07-16T12:29:43.408582+00:00
14,Tester | Germany,xing,Technischer Projektleiter / System-Architekt für Tester Solutions im Service (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,"Project Manager, R, Architect",English,Architect,,Recent,https://www.xing.com/jobs/ulm-technischer-projektleiter-system-architekt-tester-solutions-service-155473997,2026-07-16T12:29:43.408656+00:00
14,Tester | Germany,xing,Eine Testmanagerin / Ein Testmanager (m/w/d) für komplexe Softwareentwicklung im Bereich der Öffentlichen Sicherheit,XING Employer,Germany/Remote,Remote,Full-time,,R,German,Test Manager,,Recent,https://www.xing.com/jobs/koeln-testmanagerin-testmanager-komplexe-softwareentwicklung-bereich-oeffentlichen-sicherheit-155681970,2026-07-16T12:29:43.409053+00:00
14,QA Engineer | Germany,xing,Support Consultant (m/w/d) CS/QA,XING Employer,Germany/Remote,Remote,Full-time,,Consultant,English,Consultant,,Recent,https://www.xing.com/jobs/bautzen-support-consultant-cs-qa-156223384,2026-07-16T12:30:42.119507+00:00
14,Test Engineer | Germany,xing,Embedded Software Test Engineer und Test Manager m/w/d,XING Employer,Germany/Remote,Remote,Full-time,,,German,Test Manager,,Recent,https://www.xing.com/jobs/aschheim-embedded-software-test-engineer-test-manager-156306066,2026-07-16T12:31:38.070996+00:00
14,Test Engineer | Germany,xing,Senior Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,Senior,,Recent,https://www.xing.com/jobs/bern-senior-test-engineer-155882168,2026-07-16T12:31:38.071439+00:00
14,Test Automation | Germany,xing,Testautomation Expert,XING Employer,Germany/Remote,Remote,Full-time,,Expert,English,Expert,,Recent,https://www.xing.com/jobs/muenster-testautomation-expert-156124972,2026-07-16T12:33:33.226037+00:00
14,Firmware Engineer | Germany,xing,Senior Firmwareentwickler (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,Senior,English,Senior,,Recent,https://www.xing.com/jobs/klingenberg-main-senior-firmwareentwickler-155249032,2026-07-16T12:36:21.323716+00:00
14,Firmware Engineer | Germany,xing,Senior Firmware Engineer (m/f/d),XING Employer,Germany/Remote,Remote,Full-time,Firmware,Senior,English,Senior,,Recent,https://www.xing.com/jobs/munich-firmware-engineer-153279685,2026-07-16T12:36:21.324254+00:00
14,Firmware Engineer | Germany,xing,Embedded Hardware Engineer m/w/d,HAWE Hydraulik SE,Aschheim,Remote,Full-time,"Embedded Systems, Hil","R, Senior, Iso 26262",German,Senior,,Recent,https://www.xing.com/jobs/aschheim-embedded-hardware-engineer-156306068,2026-07-16T12:36:21.324321+00:00
0,Tester | Germany,xing,QA Engineer / Test-Engineer* Hard- & Software Zutrittskontrolltechnik,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/albstadt-qa-engineer-test-engineer-hard-software-zutrittskontrolltechnik-156335765,2026-07-16T12:29:43.408479+00:00
0,Tester | Germany,xing,Test- und Integrationsingenieur im Bereich Bildverarbeitung (w/m/d),XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/oberkochen-test-integrationsingenieur-bereich-bildverarbeitung-155461528,2026-07-16T12:29:43.408724+00:00
0,Tester | Germany,xing,Servicemonteur/in für Prüfanlagen der Luftfahrtindustrie im Großraum Hamburg (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,R,German,,,Recent,https://www.xing.com/jobs/neu-wulmstorf-servicemonteur-pruefanlagen-luftfahrtindustrie-grossraum-hamburg-154790442,2026-07-16T12:29:43.408801+00:00
0,Tester | Germany,xing,Messtechniker (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/mannheim-messtechniker-154793570,2026-07-16T12:29:43.408868+00:00
0,Tester | Germany,xing,Rechenkern Entwickler - Mathematik / Aktuar / Test (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/montabaur-rechenkern-entwickler-mathematik-aktuar-test-155643070,2026-07-16T12:29:43.408930+00:00
0,Tester | Germany,xing,IT Testprogramm-Manager:in (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/mannheim-it-testprogramm-manager-155397595,2026-07-16T12:29:43.408991+00:00
0,Tester | Germany,xing,Prüferin / Prüfer (m/w/d) im Testzentrum der Signaltechnik,XING Employer,Germany/Remote,Remote,Full-time,,,German,,,Recent,https://www.xing.com/jobs/moenchengladbach-prueferin-pruefer-testzentrum-signaltechnik-155368276,2026-07-16T12:29:43.409120+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/stuttgart-qa-engineer-156262276,2026-07-16T12:30:42.119235+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d) Web & Mobile,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wiesbaden-qa-engineer-web-mobile-154261136,2026-07-16T12:30:42.119305+00:00
0,QA Engineer | Germany,xing,QA Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/berlin-qa-engineer-156389178,2026-07-16T12:30:42.119374+00:00
0,QA Engineer | Germany,xing,Quality Assurance Engineer (m/w/d) - remote DE,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/halle-saale-quality-assurance-engineer-remote-de-155999936,2026-07-16T12:30:42.119443+00:00
0,QA Engineer | Germany,xing,QA Engineer (Mobile & Web),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wien-qa-engineer-mobile-web-156220104,2026-07-16T12:30:42.119572+00:00
0,QA Engineer | Germany,xing,QA Engineer,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/wallisellen-qa-engineer-156380684,2026-07-16T12:30:42.119637+00:00
0,QA Engineer | Germany,xing,QA Engineer (w/m/x) AI Infrastructure,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/muenchen-qa-engineer-ai-infrastructure-155717382,2026-07-16T12:30:42.119700+00:00
0,Test Engineer | Germany,xing,Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bern-test-engineer-155626048,2026-07-16T12:31:38.071153+00:00
0,Test Engineer | Germany,xing,SOFTWARE TEST ENGINEER (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/salzburg-software-test-engineer-155504508,2026-07-16T12:31:38.071368+00:00
0,Test Engineer | Germany,xing,Test Engineer (d/f/m),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/manching-test-engineer-155981523,2026-07-16T12:31:38.071504+00:00
0,Test Engineer | Germany,xing,Software Test Engineer (m/w/d),XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/bern-software-test-engineer-156188232,2026-07-16T12:31:38.071628+00:00
0,Testingenieur | Germany,xing,Prüftechniker / Prüfingenieur (m/w/d) am Standort Neumünster,XING Employer,Germany/Remote,Remote,Full-time,,,English,,,Recent,https://www.xing.com/jobs/neumuenster-prueftechniker-pruefingenieur-standort-neumuenster-155238520,2026-07-16T12:32:35.396870+00:00
